human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
White,firebomb,speed,White,nuke,heal,200,200,0,0,0,0,4744
White,firebomb,speed,White,firebomb,heal,200,200,0,0,0,0,7803
White,firebomb,speed,White,freeze,reinforcements,200,200,0,0,0,0,5554
White,firebomb,speed,White,freeze,speed,200,200,0,0,0,0,7318
White,firebomb,wall,White,nuke,reinforcements,200,200,0,0,0,0,5284
White,firebomb,wall,White,freeze,wall,200,200,0,0,0,0,7949
White,firebomb,wall,White,nuke,heal,200,200,0,0,0,0,5994
White,firebomb,wall,White,firebomb,heal,200,200,0,0,0,0,7841
White,firebomb,wall,White,freeze,reinforcements,200,200,0,0,0,0,8320
White,firebomb,wall,White,firebomb,reinforcements,200,200,0,0,0,0,6308
White,firebomb,wall,Blue,nuke,heal,200,200,0,0,0,0,5519
White,firebomb,wall,Yellow,nuke,reinforcements,200,200,0,0,0,0,6051
White,snipe,heal,White,nuke,wall,200,200,0,0,0,0,9579
White,snipe,heal,White,nuke,reinforcements,200,200,0,0,0,0,9003
White,snipe,heal,White,freeze,heal,200,200,0,0,0,0,7661
White,snipe,heal,White,freeze,wall,200,200,0,0,0,0,8331
White,snipe,heal,White,nuke,heal,200,200,0,0,0,0,8251
White,snipe,heal,White,firebomb,heal,200,200,0,0,0,0,7708
White,snipe,heal,White,firebomb,wall,200,200,0,0,0,0,7823
White,snipe,heal,White,freeze,reinforcements,200,200,0,0,0,0,8793
White,snipe,reinforcements,White,nuke,wall,200,200,0,0,0,0,9056
White,snipe,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5067
White,snipe,reinforcements,White,freeze,heal,200,200,0,0,0,0,10622
White,snipe,reinforcements,White,freeze,wall,200,200,0,0,0,0,9035
White,snipe,reinforcements,White,nuke,heal,200,200,0,0,0,0,3084
White,snipe,reinforcements,White,firebomb,wall,200,200,0,0,0,0,9890
White,snipe,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5884
White,snipe,reinforcements,White,freeze,speed,200,200,0,0,0,0,9817
White,snipe,speed,White,nuke,wall,200,200,0,0,0,0,7782
White,snipe,speed,White,nuke,reinforcements,200,200,0,0,0,0,5897
White,snipe,speed,White,freeze,heal,200,200,0,0,0,0,7637
White,snipe,speed,White,freeze,wall,200,200,0,0,0,0,7838
White,snipe,speed,White,nuke,heal,200,200,0,0,0,0,9762
White,snipe,speed,White,firebomb,heal,200,200,0,0,0,0,8166
White,snipe,speed,White,firebomb,wall,200,200,0,0,0,0,7852
White,snipe,speed,White,freeze,reinforcements,200,200,0,0,0,0,5889
