human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
White,snipe,speed,Red,firebomb,wall,16,16,0,0,0,0,7984
White,snipe,speed,Red,snipe,heal,16,0,0,0,0,16,9680
White,snipe,speed,Red,snipe,reinforcements,16,0,0,0,0,16,4723
White,snipe,speed,Red,snipe,speed,16,0,0,0,0,16,7013
White,snipe,speed,Red,snipe,wall,16,0,0,0,0,16,5093
White,snipe,speed,Red,freeze,heal,16,16,0,0,0,0,8394
White,snipe,speed,Red,freeze,reinforcements,16,0,0,0,0,16,7605
White,snipe,speed,Red,freeze,speed,16,0,0,0,0,16,7903
White,snipe,speed,Red,freeze,wall,16,16,0,0,0,0,7894
White,snipe,speed,White,nuke,heal,16,16,0,0,0,0,9762
White,snipe,speed,White,nuke,reinforcements,16,16,0,0,0,0,5897
White,snipe,speed,White,nuke,speed,16,16,0,0,0,0,7129
White,snipe,speed,White,nuke,wall,16,16,0,0,0,0,7783
White,snipe,speed,White,firebomb,heal,16,16,0,0,0,0,8166
White,snipe,speed,White,firebomb,reinforcements,16,16,0,0,0,0,5397
White,snipe,speed,White,firebomb,speed,16,16,0,0,0,0,8585
White,snipe,speed,White,firebomb,wall,16,16,0,0,0,0,7852
White,snipe,speed,White,snipe,heal,16,16,0,0,0,0,11491
White,snipe,speed,White,snipe,reinforcements,16,16,0,0,0,0,5379
White,snipe,speed,White,snipe,speed,16,0,0,16,0,0,9319
White,snipe,speed,White,snipe,wall,16,16,0,0,0,0,8361
White,snipe,speed,White,freeze,heal,16,16,0,0,0,0,7642
White,snipe,speed,White,freeze,reinforcements,16,16,0,0,0,0,5889
White,snipe,speed,White,freeze,speed,16,16,0,0,0,0,8868
White,snipe,speed,White,freeze,wall,16,16,0,0,0,0,7838
White,snipe,speed,Yellow,nuke,heal,16,16,0,0,0,0,8369
White,snipe,speed,Yellow,nuke,reinforcements,16,16,0,0,0,0,7634
White,snipe,speed,Yellow,nuke,speed,16,0,0,0,0,16,5005
White,snipe,speed,Yellow,nuke,wall,16,16,0,0,0,0,8186
White,snipe,speed,Yellow,firebomb,heal,16,16,0,0,0,0,9386
White,snipe,speed,Yellow,firebomb,reinforcements,16,16,0,0,0,0,6902
White,snipe,speed,Yellow,firebomb,speed,16,0,0,0,0,16,6057
White,snipe,speed,Yellow,firebomb,wall,16,16,0,0,0,0,8205
