human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Green,snipe,speed,Red,firebomb,speed,16,16,0,0,0,0,7143
Green,snipe,speed,Red,firebomb,wall,16,16,0,0,0,0,7461
Green,snipe,speed,Red,snipe,heal,16,16,0,0,0,0,5934
Green,snipe,speed,Red,snipe,reinforcements,16,16,0,0,0,0,5261
Green,snipe,speed,Red,snipe,speed,16,16,0,0,0,0,8096
Green,snipe,speed,Red,snipe,wall,16,16,0,0,0,0,7780
Green,snipe,speed,Red,freeze,heal,16,16,0,0,0,0,5582
Green,snipe,speed,Red,freeze,reinforcements,16,16,0,0,0,0,4875
Green,snipe,speed,Red,freeze,speed,16,0,0,0,0,16,4717
Green,snipe,speed,Red,freeze,wall,16,16,0,0,0,0,6503
Green,snipe,speed,White,nuke,heal,16,16,0,0,0,0,7550
Green,snipe,speed,White,nuke,reinforcements,16,16,0,0,0,0,5000
Green,snipe,speed,White,nuke,speed,16,16,0,0,0,0,5037
Green,snipe,speed,White,nuke,wall,16,16,0,0,0,0,6714
Green,snipe,speed,White,firebomb,heal,16,16,0,0,0,0,5274
Green,snipe,speed,White,firebomb,reinforcements,16,16,0,0,0,0,5198
Green,snipe,speed,White,firebomb,speed,16,16,0,0,0,0,9754
Green,snipe,speed,White,firebomb,wall,16,16,0,0,0,0,7552
Green,snipe,speed,White,snipe,heal,16,16,0,0,0,0,7418
Green,snipe,speed,White,snipe,reinforcements,16,16,0,0,0,0,4956
Green,snipe,speed,White,snipe,speed,16,16,0,0,0,0,8655
Green,snipe,speed,White,snipe,wall,16,16,0,0,0,0,8423
Green,snipe,speed,White,freeze,heal,16,16,0,0,0,0,6728
Green,snipe,speed,White,freeze,reinforcements,16,16,0,0,0,0,5003
Green,snipe,speed,White,freeze,speed,16,16,0,0,0,0,8020
Green,snipe,speed,White,freeze,wall,16,16,0,0,0,0,8822
Green,snipe,speed,Yellow,nuke,heal,16,16,0,0,0,0,8190
Green,snipe,speed,Yellow,nuke,reinforcements,16,16,0,0,0,0,6053
Green,snipe,speed,Yellow,nuke,speed,16,16,0,0,0,0,6622
Green,snipe,speed,Yellow,nuke,wall,16,16,0,0,0,0,8384
Green,snipe,speed,Yellow,firebomb,heal,16,16,0,0,0,0,7635
Green,snipe,speed,Yellow,firebomb,reinforcements,16,16,0,0,0,0,6023
Green,snipe,speed,Yellow,firebomb,speed,16,16,0,0,0,0,8442
Green,snipe,speed,Yellow,firebomb,wall,16,16,0,0,0,0,8405
Green,snipe,speed,Yellow,snipe,heal,16,16,0,0,0,0,7141
Green,snipe,speed,Yellow,snipe,reinforcements,16,16,0,0,0,0,6019
Green,snipe,speed,Yellow,snipe,speed,16,16,0,0,0,0,11981
Green,snipe,speed,Yellow,snipe,wall,16,16,0,0,0,0,8100
Green,snipe,speed,Yellow,freeze,heal,16,16,0,0,0,0,7131
Green,snipe,speed,Yellow,freeze,reinforcements,16,16,0,0,0,0,6071
Green,snipe,speed,Yellow,freeze,speed,16,16,0,0,0,0,6668
Green,snipe,speed,Yellow,freeze,wall,16,16,0,0,0,0,8746
Green,snipe,wall,Black,nuke,heal,16,0,0,0,0,16,4885
Green,snipe,wall,Black,nuke,reinforcements,16,16,0,0,0,0,4474
Green,snipe,wall,Black,nuke,speed,16,16,0,0,0,0,6009
Green,snipe,wall,Black,nuke,wall,16,16,0,0,0,0,5824
Green,snipe,wall,Black,firebomb,heal,16,16,0,0,0,0,8358
Green,snipe,wall,Black,firebomb,reinforcements,16,16,0,0,0,0,6047
Green,snipe,wall,Black,firebomb,speed,16,16,0,0,0,0,9257
Green,snipe,wall,Black,firebomb,wall,16,16,0,0,0,0,8645
Green,snipe,wall,Black,snipe,heal,16,16,0,0,0,0,9417
Green,snipe,wall,Black,snipe,reinforcements,16,16,0,0,0,0,4214
Green,snipe,wall,Black,snipe,speed,16,16,0,0,0,0,9806
