human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Purple,nuke,heal,Black,nuke,reinforcements,16,16,0,0,0,0,10292
Purple,nuke,heal,Black,nuke,speed,16,0,0,0,0,16,9342
Purple,nuke,heal,Black,nuke,wall,16,16,0,0,0,0,8494
Purple,nuke,heal,Black,firebomb,heal,16,16,0,0,0,0,8428
Purple,nuke,heal,Black,firebomb,reinforcements,16,0,0,0,0,16,5144
Purple,nuke,heal,Black,firebomb,speed,16,0,0,0,0,16,7509
Purple,nuke,heal,Black,firebomb,wall,16,16,0,0,0,0,8345
Purple,nuke,heal,Black,snipe,heal,16,16,0,0,0,0,9829
Purple,nuke,heal,Black,snipe,reinforcements,16,0,0,0,0,16,7017
Purple,nuke,heal,Black,snipe,speed,16,0,0,0,0,16,9150
Purple,nuke,heal,Black,snipe,wall,16,0,0,0,0,16,8368
Purple,nuke,heal,Black,freeze,heal,16,16,0,0,0,0,8384
Purple,nuke,heal,Black,freeze,reinforcements,16,0,0,0,0,16,10702
Purple,nuke,heal,Black,freeze,speed,16,0,0,0,0,16,9947
Purple,nuke,heal,Black,freeze,wall,16,16,0,0,0,0,8495
Purple,nuke,heal,Blue,nuke,heal,16,16,0,0,0,0,8412
Purple,nuke,heal,Blue,nuke,reinforcements,16,16,0,0,0,0,12519
Purple,nuke,heal,Blue,nuke,speed,16,16,0,0,0,0,9388
Purple,nuke,heal,Blue,nuke,wall,16,16,0,0,0,0,8596
Purple,nuke,heal,Blue,firebomb,heal,16,16,0,0,0,0,8358
Purple,nuke,heal,Blue,firebomb,reinforcements,16,0,0,0,0,16,4639
Purple,nuke,heal,Blue,firebomb,speed,16,0,0,0,0,16,7204
Purple,nuke,heal,Blue,firebomb,wall,16,0,0,0,0,16,6799
Purple,nuke,heal,Blue,snipe,heal,16,16,0,0,0,0,9290
Purple,nuke,heal,Blue,snipe,reinforcements,16,0,0,0,0,16,17115
Purple,nuke,heal,Blue,snipe,speed,16,0,0,0,0,16,9993
Purple,nuke,heal,Blue,snipe,wall,16,0,0,0,0,16,6319
Purple,nuke,heal,Blue,freeze,heal,16,16,0,0,0,0,8451
Purple,nuke,heal,Blue,freeze,reinforcements,16,16,0,0,0,0,12320
Purple,nuke,heal,Blue,freeze,speed,16,0,0,0,0,16,6319
Purple,nuke,heal,Blue,freeze,wall,16,16,0,0,0,0,8392
Purple,nuke,heal,Green,nuke,heal,16,0,0,0,0,16,9299
Purple,nuke,heal,Green,nuke,reinforcements,16,0,0,0,0,16,6672
Purple,nuke,heal,Green,nuke,speed,16,0,0,0,0,16,8356
Purple,nuke,heal,Green,nuke,wall,16,0,0,0,0,16,9803
Purple,nuke,heal,Green,firebomb,heal,16,16,0,0,0,0,4840
Purple,nuke,heal,Green,firebomb,reinforcements,16,0,0,0,0,16,8267
Purple,nuke,heal,Green,firebomb,speed,16,0,0,0,0,16,8495
Purple,nuke,heal,Green,firebomb,wall,16,0,0,0,0,16,9103
Purple,nuke,heal,Green,snipe,heal,16,0,0,0,0,16,8287
Purple,nuke,heal,Green,snipe,reinforcements,16,0,0,0,0,16,5778
Purple,nuke,heal,Green,snipe,speed,16,0,0,0,0,16,7534
Purple,nuke,heal,Green,snipe,wall,16,16,0,0,0,0,6298
Purple,nuke,heal,Green,freeze,heal,16,0,0,0,0,16,9920
Purple,nuke,heal,Green,freeze,reinforcements,16,0,0,0,0,16,6144
Purple,nuke,heal,Green,freeze,speed,16,0,0,0,0,16,7332
Purple,nuke,heal,Green,freeze,wall,16,0,0,0,0,16,5609
Purple,nuke,heal,Orange,nuke,heal,16,16,0,0,0,0,9020
Purple,nuke,heal,Orange,nuke,reinforcements,16,15,0,0,0,1,10470
Purple,nuke,heal,Orange,nuke,speed,16,3,0,0,0,13,9517
Purple,nuke,heal,Orange,nuke,wall,16,16,0,0,0,0,8948
Purple,nuke,heal,Orange,firebomb,heal,16,8,0,0,0,8,8067
Purple,nuke,heal,Orange,firebomb,reinforcements,16,0,0,0,0,16,5666
Purple,nuke,heal,Orange,firebomb,speed,16,0,0,0,0,16,7277
Purple,nuke,heal,Orange,firebomb,wall,16,3,0,0,0,13,7297
Purple,nuke,heal,Orange,snipe,heal,16,2,0,0,0,14,8395
Purple,nuke,heal,Orange,snipe,reinforcements,16,0,0,0,0,16,6431
Purple,nuke,heal,Orange,snipe,speed,16,2,0,0,0,14,11467
Purple,nuke,heal,Orange,snipe,wall,16,0,0,0,0,16,4970
Purple,nuke,heal,Orange,freeze,heal,16,9,0,0,0,7,7504
Purple,nuke,heal,Orange,freeze,reinforcements,16,14,2,0,0,0,13813
Purple,nuke,heal,Orange,freeze,speed,16,3,0,0,0,13,8704
Purple,nuke,heal,Orange,freeze,wall,16,4,0,0,0,12,6069
Purple,nuke,heal,Purple,nuke,heal,16,16,0,0,0,0,9619
Purple,nuke,heal,Purple,nuke,reinforcements,16,0,0,0,0,16,8132
Purple,nuke,heal,Purple,nuke,speed,16,0,0,0,0,16,9820
Purple,nuke,heal,Purple,nuke,wall,16,0,0,0,0,16,9424
Purple,nuke,heal,Purple,firebomb,heal,16,2,0,0,0,14,9498
Purple,nuke,heal,Purple,firebomb,reinforcements,16,16,0,0,0,0,8092
Purple,nuke,heal,Purple,firebomb,speed,16,0,0,0,0,16,6964
Purple,nuke,heal,Purple,firebomb,wall,16,4,0,0,0,12,9600
Purple,nuke,heal,Purple,snipe,heal,16,0,0,0,0,16,6299
Purple,nuke,heal,Purple,snipe,reinforcements,16,0,0,0,0,16,6492
Purple,nuke,heal,Purple,snipe,speed,16,0,0,0,0,16,8292
Purple,nuke,heal,Purple,snipe,wall,16,0,0,0,0,16,6634
Purple,nuke,heal,Purple,freeze,heal,16,16,0,0,0,0,9071
Purple,nuke,heal,Purple,freeze,reinforcements,16,0,0,0,0,16,5595
Purple,nuke,heal,Purple,freeze,speed,16,0,0,0,0,16,10827
Purple,nuke,heal,Purple,freeze,wall,16,0,0,0,0,16,8664
Purple,nuke,heal,Red,nuke,heal,16,16,0,0,0,0,9499
Purple,nuke,heal,Red,nuke,reinforcements,16,0,0,0,0,16,6507
Purple,nuke,heal,Red,nuke,speed,16,0,0,0,0,16,8685
Purple,nuke,heal,Red,nuke,wall,16,0,0,0,0,16,8187
Purple,nuke,heal,Red,firebomb,heal,16,16,0,0,0,0,9177
Purple,nuke,heal,Red,firebomb,reinforcements,16,0,0,0,0,16,7847
Purple,nuke,heal,Red,firebomb,speed,16,0,0,0,0,16,10417
Purple,nuke,heal,Red,firebomb,wall,16,0,0,0,0,16,9671
Purple,nuke,heal,Red,snipe,heal,16,0,0,0,0,16,7508
Purple,nuke,heal,Red,snipe,reinforcements,16,0,0,0,0,16,5705
Purple,nuke,heal,Red,snipe,speed,16,0,0,0,0,16,8559
Purple,nuke,heal,Red,snipe,wall,16,0,0,0,0,16,7710
Purple,nuke,heal,Red,freeze,heal,16,0,0,0,0,16,10640
Purple,nuke,heal,Red,freeze,reinforcements,16,0,0,0,0,16,6497
Purple,nuke,heal,Red,freeze,speed,16,0,0,0,0,16,7485
Purple,nuke,heal,Red,freeze,wall,16,16,0,0,0,0,9068
Purple,nuke,heal,White,nuke,heal,16,16,0,0,0,0,7668
Purple,nuke,heal,White,nuke,reinforcements,16,16,0,0,0,0,5320
Purple,nuke,heal,White,nuke,speed,16,16,0,0,0,0,8032
Purple,nuke,heal,White,nuke,wall,16,16,0,0,0,0,7633
Purple,nuke,heal,White,firebomb,heal,16,0,0,0,0,16,6034
Purple,nuke,heal,White,firebomb,reinforcements,16,0,0,0,0,16,4079
Purple,nuke,heal,White,firebomb,speed,16,0,0,0,0,16,6349
Purple,nuke,heal,White,firebomb,wall,16,16,0,0,0,0,7646
Purple,nuke,heal,White,snipe,heal,16,16,0,0,0,0,10311
Purple,nuke,heal,White,snipe,reinforcements,16,0,0,0,0,16,4034
Purple,nuke,heal,White,snipe,speed,16,0,0,0,0,16,9192
Purple,nuke,heal,White,snipe,wall,16,16,0,0,0,0,7729
Purple,nuke,heal,White,freeze,heal,16,16,0,0,0,0,8868
Purple,nuke,heal,White,freeze,reinforcements,16,0,0,0,0,16,4464
Purple,nuke,heal,White,freeze,speed,16,0,0,0,0,16,8300
Purple,nuke,heal,White,freeze,wall,16,0,0,0,0,16,7364
Purple,nuke,heal,Yellow,nuke,heal,16,16,0,0,0,0,8482
Purple,nuke,heal,Yellow,nuke,reinforcements,16,0,0,0,0,16,10674
Purple,nuke,heal,Yellow,nuke,speed,16,0,0,0,0,16,8477
Purple,nuke,heal,Yellow,nuke,wall,16,16,0,0,0,0,8324
Purple,nuke,heal,Yellow,firebomb,heal,16,16,0,0,0,0,8479
Purple,nuke,heal,Yellow,firebomb,reinforcements,16,0,0,0,0,16,5524
Purple,nuke,heal,Yellow,firebomb,speed,16,16,0,0,0,0,9194
Purple,nuke,heal,Yellow,firebomb,wall,16,16,0,0,0,0,8317
Purple,nuke,heal,Yellow,snipe,heal,16,0,0,0,0,16,7917
Purple,nuke,heal,Yellow,snipe,reinforcements,16,0,0,0,0,16,5632
Purple,nuke,heal,Yellow,snipe,speed,16,0,0,0,0,16,8627
Purple,nuke,heal,Yellow,snipe,wall,16,0,0,0,0,16,8393
Purple,nuke,heal,Yellow,freeze,heal,16,16,0,0,0,0,8437
Purple,nuke,heal,Yellow,freeze,reinforcements,16,16,0,0,0,0,10782
Purple,nuke,heal,Yellow,freeze,speed,16,0,0,0,0,16,9235
Purple,nuke,heal,Yellow,freeze,wall,16,16,0,0,0,0,8233
Purple,nuke,reinforcements,Black,nuke,heal,16,16,0,0,0,0,10306
Purple,nuke,reinforcements,Black,nuke,reinforcements,16,16,0,0,0,0,13621
