human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Black,nuke,heal,Black,nuke,heal,16,16,0,0,0,0,7643
Black,nuke,heal,Black,nuke,reinforcements,16,0,0,0,0,16,3619
Black,nuke,heal,Black,nuke,speed,16,0,0,0,0,16,8991
Black,nuke,heal,Black,nuke,wall,16,16,0,0,0,0,8330
Black,nuke,heal,Black,firebomb,heal,16,16,0,0,0,0,8659
Black,nuke,heal,Black,firebomb,reinforcements,16,0,0,0,0,16,3544
Black,nuke,heal,Black,firebomb,speed,16,0,0,1,0,15,8497
Black,nuke,heal,Black,firebomb,wall,16,16,0,0,0,0,8225
Black,nuke,heal,Black,snipe,heal,16,0,0,0,0,16,8459
Black,nuke,heal,Black,snipe,reinforcements,16,0,0,0,0,16,3509
Black,nuke,heal,Black,snipe,speed,16,0,0,0,0,16,8876
Black,nuke,heal,Black,snipe,wall,16,0,0,0,0,16,8327
Black,nuke,heal,Black,freeze,heal,16,16,0,0,0,0,8605
Black,nuke,heal,Black,freeze,reinforcements,16,0,0,0,0,16,3619
Black,nuke,heal,Black,freeze,speed,16,0,0,0,0,16,8654
Black,nuke,heal,Black,freeze,wall,16,0,0,0,0,16,8567
Black,nuke,heal,Blue,nuke,heal,16,16,0,0,0,0,8574
Black,nuke,heal,Blue,nuke,reinforcements,16,0,0,0,0,16,3534
Black,nuke,heal,Blue,nuke,speed,16,0,0,0,0,16,8775
Black,nuke,heal,Blue,nuke,wall,16,16,0,0,0,0,8362
Black,nuke,heal,Blue,firebomb,heal,16,16,0,0,0,0,8540
Black,nuke,heal,Blue,firebomb,reinforcements,16,0,0,0,0,16,3534
Black,nuke,heal,Blue,firebomb,speed,16,0,0,0,0,16,9071
Black,nuke,heal,Blue,firebomb,wall,16,0,0,0,0,16,6214
Black,nuke,heal,Blue,snipe,heal,16,0,0,0,0,16,8633
Black,nuke,heal,Blue,snipe,reinforcements,16,0,0,0,0,16,3534
Black,nuke,heal,Blue,snipe,speed,16,0,0,0,0,16,9499
Black,nuke,heal,Blue,snipe,wall,16,0,0,0,0,16,8495
Black,nuke,heal,Blue,freeze,heal,16,0,0,0,0,16,8289
Black,nuke,heal,Blue,freeze,reinforcements,16,0,0,0,0,16,3534
Black,nuke,heal,Blue,freeze,speed,16,0,0,0,0,16,8764
Black,nuke,heal,Blue,freeze,wall,16,16,0,0,0,0,8412
Black,nuke,heal,Green,nuke,heal,16,0,0,0,0,16,8561
Black,nuke,heal,Green,nuke,reinforcements,16,0,0,0,0,16,5791
Black,nuke,heal,Green,nuke,speed,16,0,0,0,0,16,8590
Black,nuke,heal,Green,nuke,wall,16,0,0,0,0,16,8391
Black,nuke,heal,Green,firebomb,heal,16,0,0,0,0,16,5914
Black,nuke,heal,Green,firebomb,reinforcements,16,0,0,0,0,16,6236
Black,nuke,heal,Green,firebomb,speed,16,0,0,0,0,16,6424
Black,nuke,heal,Green,firebomb,wall,16,0,0,0,0,16,5999
Black,nuke,heal,Green,snipe,heal,16,0,0,0,0,16,6654
Black,nuke,heal,Green,snipe,reinforcements,16,0,0,0,0,16,5709
Black,nuke,heal,Green,snipe,speed,16,0,0,0,0,16,6574
Black,nuke,heal,Green,snipe,wall,16,0,0,0,0,16,5134
Black,nuke,heal,Green,freeze,heal,16,0,0,0,0,16,5454
Black,nuke,heal,Green,freeze,reinforcements,16,0,0,0,0,16,6183
Black,nuke,heal,Green,freeze,speed,16,16,0,0,0,0,6644
Black,nuke,heal,Green,freeze,wall,16,0,0,0,0,16,6409
Black,nuke,heal,Orange,nuke,heal,16,5,0,0,0,11,8845
Black,nuke,heal,Orange,nuke,reinforcements,16,0,0,0,0,16,3129
Black,nuke,heal,Orange,nuke,speed,16,1,0,1,0,14,9260
