human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Orange,nuke,wall,White,freeze,wall,200,194,0,0,0,6,7693
Orange,nuke,wall,White,firebomb,wall,200,197,0,0,0,3,7715
Orange,nuke,wall,White,firebomb,speed,200,198,0,0,0,2,8212
Orange,nuke,wall,Yellow,nuke,wall,200,193,0,0,0,7,8300
Orange,nuke,wall,Yellow,nuke,reinforcements,200,199,0,0,0,1,9651
Orange,nuke,wall,Blue,nuke,wall,200,200,0,0,0,0,8498
Orange,firebomb,heal,White,nuke,wall,200,195,0,0,0,5,8232
Orange,firebomb,heal,White,nuke,reinforcements,200,199,0,0,0,1,7508
Orange,firebomb,heal,White,freeze,wall,200,200,0,0,0,0,7715
Orange,firebomb,heal,White,firebomb,heal,200,200,0,0,0,0,7842
Orange,firebomb,heal,White,freeze,reinforcements,200,200,0,0,0,0,6804
Orange,firebomb,heal,White,freeze,speed,200,185,0,0,0,15,8683
Orange,firebomb,heal,White,firebomb,reinforcements,200,200,0,0,0,0,7004
Orange,firebomb,heal,Black,nuke,heal,200,200,0,0,0,0,4924
Orange,firebomb,reinforcements,White,nuke,wall,200,200,0,0,0,0,6803
Orange,firebomb,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,4863
Orange,firebomb,reinforcements,White,freeze,heal,200,200,0,0,0,0,4630
Orange,firebomb,reinforcements,White,freeze,wall,200,192,0,0,0,8,7687
Orange,firebomb,reinforcements,White,nuke,heal,200,200,0,0,0,0,2879
Orange,firebomb,reinforcements,White,firebomb,heal,200,200,0,0,0,0,8264
Orange,firebomb,reinforcements,White,firebomb,wall,200,200,0,0,0,0,6799
Orange,firebomb,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5213
Orange,firebomb,speed,White,nuke,wall,200,200,0,0,0,0,6545
Orange,firebomb,speed,White,nuke,reinforcements,200,200,0,0,0,0,6919
Orange,firebomb,speed,White,freeze,heal,200,200,0,0,0,0,7811
Orange,firebomb,speed,White,freeze,wall,200,199,0,0,0,1,7906
Orange,firebomb,speed,White,nuke,heal,200,197,0,0,0,3,7919
Orange,firebomb,speed,White,firebomb,heal,200,200,0,0,0,0,8069
Orange,firebomb,speed,White,firebomb,wall,200,200,0,0,0,0,7959
Orange,firebomb,speed,White,freeze,reinforcements,200,200,0,0,0,0,6508
Orange,firebomb,wall,White,nuke,wall,200,200,0,0,0,0,7636
Orange,firebomb,wall,White,nuke,reinforcements,200,200,0,0,0,0,8095
Orange,firebomb,wall,White,freeze,heal,200,200,0,0,0,0,7758
Orange,firebomb,wall,White,freeze,wall,200,200,0,0,0,0,7738
Orange,firebomb,wall,White,nuke,heal,200,200,0,0,0,0,6079
Orange,firebomb,wall,White,firebomb,heal,200,200,0,0,0,0,7830
Orange,firebomb,wall,White,firebomb,wall,200,200,0,0,0,0,7898
Orange,firebomb,wall,White,freeze,reinforcements,200,200,0,0,0,0,6493
Orange,snipe,heal,White,nuke,wall,200,199,0,0,0,1,7827
Orange,snipe,heal,White,nuke,reinforcements,200,200,0,0,0,0,6989
Orange,snipe,heal,White,freeze,heal,200,198,0,0,0,2,7977
Orange,snipe,heal,White,freeze,wall,200,200,0,0,0,0,7520
Orange,snipe,heal,White,firebomb,heal,200,200,0,0,0,0,7857
Orange,snipe,heal,White,firebomb,wall,200,200,0,0,0,0,7815
Orange,snipe,heal,White,freeze,reinforcements,200,200,0,0,0,0,5127
Orange,snipe,heal,White,freeze,speed,200,177,0,0,0,23,8773
Orange,snipe,reinforcements,White,nuke,wall,200,200,0,0,0,0,4436
Orange,snipe,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5201
Orange,snipe,reinforcements,White,freeze,heal,200,200,0,0,0,0,8042
Orange,snipe,reinforcements,White,freeze,wall,200,200,0,0,0,0,5277
Orange,snipe,reinforcements,White,nuke,heal,200,200,0,0,0,0,2879
Orange,snipe,reinforcements,White,firebomb,heal,200,194,0,4,0,2,7964
Orange,snipe,reinforcements,White,firebomb,wall,200,200,0,0,0,0,5490
Orange,snipe,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,4398
Orange,snipe,speed,White,nuke,wall,200,200,0,0,0,0,7841
Orange,snipe,speed,White,nuke,reinforcements,200,200,0,0,0,0,4859
Orange,snipe,speed,White,freeze,heal,200,200,0,0,0,0,7732
Orange,snipe,speed,White,freeze,wall,200,200,0,0,0,0,7738
Orange,snipe,speed,White,nuke,heal,200,200,0,0,0,0,7735
Orange,snipe,speed,White,firebomb,heal,200,200,0,0,0,0,7705
Orange,snipe,speed,White,firebomb,wall,200,200,0,0,0,0,7857
Orange,snipe,speed,White,freeze,reinforcements,200,200,0,0,0,0,5035
Orange,snipe,wall,White,nuke,wall,200,200,0,0,0,0,7124
Orange,snipe,wall,White,nuke,reinforcements,200,200,0,0,0,0,4471
Orange,snipe,wall,White,freeze,heal,200,200,0,0,0,0,7751
Orange,snipe,wall,White,freeze,wall,200,200,0,0,0,0,7695
Orange,snipe,wall,White,nuke,heal,200,200,0,0,0,0,5507
Orange,snipe,wall,White,firebomb,heal,200,200,0,0,0,0,7754
Orange,snipe,wall,White,firebomb,wall,200,200,0,0,0,0,7754
Orange,snipe,wall,White,freeze,reinforcements,200,200,0,0,0,0,4890
Orange,freeze,heal,White,nuke,wall,200,179,0,2,0,19,8098
Orange,freeze,heal,White,nuke,reinforcements,200,200,0,0,0,0,8486
Orange,freeze,heal,White,freeze,wall,200,198,0,0,0,2,7985
Orange,freeze,heal,White,firebomb,heal,200,198,0,1,0,1,8243
Orange,freeze,heal,White,firebomb,wall,200,200,0,0,0,0,7898
Orange,freeze,heal,White,freeze,reinforcements,200,200,0,0,0,0,6792
Orange,freeze,heal,White,firebomb,reinforcements,200,200,0,0,0,0,8355
Orange,freeze,heal,White,snipe,reinforcements,200,200,0,0,0,0,9091
Orange,freeze,reinforcements,White,nuke,wall,200,200,0,0,0,0,6087
Orange,freeze,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5378
Orange,freeze,reinforcements,White,freeze,wall,200,200,0,0,0,0,6484
Orange,freeze,reinforcements,White,nuke,heal,200,200,0,0,0,0,2879
Orange,freeze,reinforcements,White,firebomb,heal,200,200,0,0,0,0,7962
Orange,freeze,reinforcements,White,firebomb,wall,200,200,0,0,0,0,5831
Orange,freeze,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5535
Orange,freeze,reinforcements,White,firebomb,reinforcements,200,200,0,0,0,0,5298
Orange,freeze,speed,White,nuke,reinforcements,200,200,0,0,0,0,5197
Orange,freeze,speed,White,freeze,heal,200,200,0,0,0,0,8338
Orange,freeze,speed,White,freeze,wall,200,200,0,0,0,0,7852
Orange,freeze,speed,White,nuke,heal,200,199,0,0,0,1,8624
Orange,freeze,speed,White,firebomb,heal,200,200,0,0,0,0,7910
Orange,freeze,speed,White,firebomb,wall,200,200,0,0,0,0,7960
Orange,freeze,speed,White,freeze,reinforcements,200,200,0,0,0,0,5230
Orange,freeze,speed,White,freeze,speed,200,197,0,0,0,3,8900
Orange,freeze,wall,White,nuke,wall,200,197,0,0,0,3,7898
Orange,freeze,wall,White,nuke,reinforcements,200,200,0,0,0,0,5535
Orange,freeze,wall,White,freeze,wall,200,200,0,0,0,0,7781
Orange,freeze,wall,White,firebomb,heal,200,200,0,0,0,0,7799
Orange,freeze,wall,White,firebomb,wall,200,200,0,0,0,0,7724
Orange,freeze,wall,White,freeze,reinforcements,200,200,0,0,0,0,6078
Orange,freeze,wall,White,firebomb,reinforcements,200,200,0,0,0,0,5624
Orange,freeze,wall,Black,nuke,heal,200,190,0,1,0,9,6934
Purple,nuke,heal,White,nuke,wall,200,200,0,0,0,0,7634
Purple,nuke,heal,White,nuke,reinforcements,200,200,0,0,0,0,5320
Purple,nuke,heal,White,freeze,heal,200,200,0,0,0,0,8868
Purple,nuke,heal,White,nuke,heal,200,200,0,0,0,0,7667
Purple,nuke,heal,White,firebomb,wall,200,200,0,0,0,0,7643
Purple,nuke,heal,Black,nuke,heal,200,200,0,0,0,0,9094
Purple,nuke,heal,Blue,nuke,heal,200,200,0,0,0,0,8410
Purple,nuke,heal,Black,nuke,wall,200,200,0,0,0,0,8486
Purple,nuke,reinforcements,White,nuke,wall,200,200,0,0,0,0,8077
Purple,nuke,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5159
Purple,nuke,reinforcements,White,freeze,heal,200,200,0,0,0,0,7987
Purple,nuke,reinforcements,White,freeze,wall,200,200,0,0,0,0,7167
Purple,nuke,reinforcements,White,nuke,heal,200,200,0,0,0,0,8112
Purple,nuke,reinforcements,White,firebomb,heal,200,200,0,0,0,0,5983
Purple,nuke,reinforcements,White,firebomb,wall,200,200,0,0,0,0,6852
Purple,nuke,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5248
Purple,nuke,speed,White,nuke,wall,200,200,0,0,0,0,7616
Purple,nuke,speed,White,nuke,reinforcements,200,200,0,0,0,0,4853
Purple,nuke,speed,White,freeze,heal,200,200,0,0,0,0,8145
Purple,nuke,speed,White,freeze,wall,200,200,0,0,0,0,7864
Purple,nuke,speed,White,nuke,heal,200,200,0,0,0,0,7601
Purple,nuke,speed,White,firebomb,heal,200,200,0,0,0,0,7545
Purple,nuke,speed,White,firebomb,wall,200,200,0,0,0,0,7515
Purple,nuke,speed,White,freeze,speed,200,200,0,0,0,0,8148
Purple,nuke,wall,White,nuke,wall,200,200,0,0,0,0,7728
Purple,nuke,wall,White,nuke,reinforcements,200,200,0,0,0,0,5252
Purple,nuke,wall,White,freeze,wall,200,200,0,0,0,0,7691
Purple,nuke,wall,White,nuke,heal,200,200,0,0,0,0,8223
Purple,nuke,wall,White,firebomb,heal,200,200,0,0,0,0,7717
Purple,nuke,wall,White,firebomb,wall,200,200,0,0,0,0,7693
Purple,nuke,wall,White,freeze,reinforcements,200,200,0,0,0,0,5385
Purple,nuke,wall,White,freeze,speed,200,200,0,0,0,0,8173
Purple,firebomb,heal,White,nuke,wall,200,200,0,0,0,0,7890
Purple,firebomb,heal,White,nuke,reinforcements,200,200,0,0,0,0,5134
Purple,firebomb,heal,White,freeze,heal,200,200,0,0,0,0,7641
Purple,firebomb,heal,White,freeze,wall,200,200,0,0,0,0,7750
Purple,firebomb,heal,White,nuke,heal,200,200,0,0,0,0,6179
Purple,firebomb,heal,White,firebomb,heal,200,200,0,0,0,0,7796
Purple,firebomb,heal,White,firebomb,wall,200,200,0,0,0,0,7734
Purple,firebomb,heal,White,freeze,reinforcements,200,200,0,0,0,0,5293
Purple,firebomb,reinforcements,White,nuke,wall,200,200,0,0,0,0,6684
Purple,firebomb,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5123
Purple,firebomb,reinforcements,White,freeze,heal,200,200,0,0,0,0,8149
Purple,firebomb,reinforcements,White,freeze,wall,200,200,0,0,0,0,5270
Purple,firebomb,reinforcements,White,nuke,heal,200,200,0,0,0,0,5954
Purple,firebomb,reinforcements,White,firebomb,heal,200,200,0,0,0,0,6827
Purple,firebomb,reinforcements,White,firebomb,wall,200,200,0,0,0,0,7148
Purple,firebomb,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5177
Purple,firebomb,speed,White,nuke,wall,200,200,0,0,0,0,7748
Purple,firebomb,speed,White,nuke,reinforcements,200,200,0,0,0,0,4912
Purple,firebomb,speed,White,freeze,heal,200,200,0,0,0,0,8258
Purple,firebomb,speed,White,freeze,wall,200,200,0,0,0,0,7628
Purple,firebomb,speed,White,nuke,heal,200,200,0,0,0,0,7953
Purple,firebomb,speed,White,firebomb,heal,200,200,0,0,0,0,7656
Purple,firebomb,speed,White,firebomb,wall,200,200,0,0,0,0,7723
Purple,firebomb,speed,White,freeze,reinforcements,200,200,0,0,0,0,5213
Purple,firebomb,wall,White,nuke,wall,200,200,0,0,0,0,7727
Purple,firebomb,wall,White,nuke,reinforcements,200,200,0,0,0,0,4701
Purple,firebomb,wall,White,freeze,heal,200,200,0,0,0,0,7706
Purple,firebomb,wall,White,freeze,wall,200,200,0,0,0,0,7686
Purple,firebomb,wall,White,nuke,heal,200,200,0,0,0,0,7709
Purple,firebomb,wall,White,firebomb,heal,200,200,0,0,0,0,7724
Purple,firebomb,wall,White,firebomb,wall,200,200,0,0,0,0,7791
Purple,firebomb,wall,White,freeze,reinforcements,200,200,0,0,0,0,4705
Purple,snipe,heal,White,nuke,wall,200,200,0,0,0,0,7673
Purple,snipe,heal,White,nuke,reinforcements,200,200,0,0,0,0,5112
Purple,snipe,heal,White,freeze,heal,200,200,0,0,0,0,7695
Purple,snipe,heal,White,freeze,wall,200,200,0,0,0,0,7518
Purple,snipe,heal,White,nuke,heal,200,200,0,0,0,0,7550
Purple,snipe,heal,White,firebomb,heal,200,200,0,0,0,0,7753
Purple,snipe,heal,White,firebomb,wall,200,200,0,0,0,0,7723
Purple,snipe,heal,White,freeze,reinforcements,200,200,0,0,0,0,5167
Purple,snipe,reinforcements,White,nuke,wall,200,200,0,0,0,0,5724
Purple,snipe,reinforcements,White,nuke,reinforcements,200,200,0,0,0,0,5088
Purple,snipe,reinforcements,White,freeze,heal,200,200,0,0,0,0,8133
Purple,snipe,reinforcements,White,freeze,wall,200,200,0,0,0,0,8123
Purple,snipe,reinforcements,White,nuke,heal,200,200,0,0,0,0,6669
Purple,snipe,reinforcements,White,firebomb,heal,200,200,0,0,0,0,4848
Purple,snipe,reinforcements,White,firebomb,wall,200,200,0,0,0,0,7033
Purple,snipe,reinforcements,White,freeze,reinforcements,200,200,0,0,0,0,5209
Purple,snipe,speed,White,nuke,wall,200,200,0,0,0,0,7680
Purple,snipe,speed,White,nuke,reinforcements,200,200,0,0,0,0,4649
Purple,snipe,speed,White,freeze,heal,200,200,0,0,0,0,6493
Purple,snipe,speed,White,freeze,wall,200,200,0,0,0,0,7515
Purple,snipe,speed,White,nuke,heal,200,200,0,0,0,0,7490
Purple,snipe,speed,White,firebomb,heal,200,200,0,0,0,0,6552
Purple,snipe,speed,White,firebomb,wall,200,200,0,0,0,0,7809
Purple,snipe,speed,White,freeze,reinforcements,200,200,0,0,0,0,4558
Purple,snipe,wall,White,nuke,wall,200,200,0,0,0,0,7693
Purple,snipe,wall,White,nuke,reinforcements,200,200,0,0,0,0,5170
Purple,snipe,wall,White,freeze,heal,200,200,0,0,0,0,7636
Purple,snipe,wall,White,freeze,wall,200,200,0,0,0,0,7657
Purple,snipe,wall,White,nuke,heal,200,200,0,0,0,0,7671
Purple,snipe,wall,White,firebomb,heal,200,200,0,0,0,0,7750
Purple,snipe,wall,White,firebomb,wall,200,200,0,0,0,0,7658
Purple,snipe,wall,White,freeze,reinforcements,200,200,0,0,0,0,4592
Purple,freeze,heal,White,nuke,wall,200,200,0,0,0,0,7623
Purple,freeze,heal,White,nuke,reinforcements,200,200,0,0,0,0,4308
Purple,freeze,heal,White,freeze,heal,200,200,0,0,0,0,6775
Purple,freeze,heal,White,freeze,wall,200,200,0,0,0,0,7690
Purple,freeze,heal,White,nuke,heal,200,200,0,0,0,0,7712
Purple,freeze,heal,White,firebomb,heal,200,200,0,0,0,0,7675
Purple,freeze,heal,White,firebomb,wall,200,200,0,0,0,0,7930
