human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Blue,firebomb,reinforcements,Green,snipe,wall,16,0,0,0,0,16,6471
Blue,firebomb,reinforcements,Green,freeze,heal,16,0,0,0,0,16,7315
Blue,firebomb,reinforcements,Green,freeze,reinforcements,16,0,0,0,0,16,5633
Blue,firebomb,reinforcements,Green,freeze,speed,16,0,0,0,0,16,6735
Blue,firebomb,reinforcements,Green,freeze,wall,16,0,0,0,0,16,6640
Blue,firebomb,reinforcements,Orange,nuke,heal,16,16,0,0,0,0,3769
Blue,firebomb,reinforcements,Orange,nuke,reinforcements,16,16,0,0,0,0,6220
Blue,firebomb,reinforcements,Orange,nuke,speed,16,16,0,0,0,0,3769
Blue,firebomb,reinforcements,Orange,nuke,wall,16,16,0,0,0,0,10897
Blue,firebomb,reinforcements,Orange,firebomb,heal,16,0,7,0,0,9,17007
Blue,firebomb,reinforcements,Orange,firebomb,reinforcements,16,16,0,0,0,0,6111
Blue,firebomb,reinforcements,Orange,firebomb,speed,16,0,0,0,1,15,8947
Blue,firebomb,reinforcements,Orange,firebomb,wall,16,15,0,0,0,1,11663
Blue,firebomb,reinforcements,Orange,snipe,heal,16,16,0,0,0,0,7597
Blue,firebomb,reinforcements,Orange,snipe,reinforcements,16,16,0,0,0,0,6222
Blue,firebomb,reinforcements,Orange,snipe,speed,16,0,0,0,0,16,7400
Blue,firebomb,reinforcements,Orange,snipe,wall,16,0,0,0,0,16,9766
Blue,firebomb,reinforcements,Orange,freeze,heal,16,0,0,0,0,16,10704
Blue,firebomb,reinforcements,Orange,freeze,reinforcements,16,16,0,0,0,0,6052
Blue,firebomb,reinforcements,Orange,freeze,speed,16,0,0,0,0,16,10435
Blue,firebomb,reinforcements,Orange,freeze,wall,16,0,0,0,0,16,11253
Blue,firebomb,reinforcements,Purple,nuke,heal,16,16,0,0,0,0,9095
Blue,firebomb,reinforcements,Purple,nuke,reinforcements,16,16,0,0,0,0,5903
Blue,firebomb,reinforcements,Purple,nuke,speed,16,16,0,0,0,0,5369
Blue,firebomb,reinforcements,Purple,nuke,wall,16,16,0,0,0,0,12610
Blue,firebomb,reinforcements,Purple,firebomb,heal,16,16,0,0,0,0,9122
Blue,firebomb,reinforcements,Purple,firebomb,reinforcements,16,16,0,0,0,0,6209
Blue,firebomb,reinforcements,Purple,firebomb,speed,16,0,0,0,0,16,7886
Blue,firebomb,reinforcements,Purple,firebomb,wall,16,16,0,0,0,0,11016
Blue,firebomb,reinforcements,Purple,snipe,heal,16,16,0,0,0,0,9180
Blue,firebomb,reinforcements,Purple,snipe,reinforcements,16,16,0,0,0,0,5308
Blue,firebomb,reinforcements,Purple,snipe,speed,16,0,0,0,0,16,7663
Blue,firebomb,reinforcements,Purple,snipe,wall,16,0,16,0,0,0,18000
Blue,firebomb,reinforcements,Purple,freeze,heal,16,0,0,0,0,16,7191
Blue,firebomb,reinforcements,Purple,freeze,reinforcements,16,16,0,0,0,0,5687
Blue,firebomb,reinforcements,Purple,freeze,speed,16,0,0,0,0,16,7247
Blue,firebomb,reinforcements,Purple,freeze,wall,16,16,0,0,0,0,12435
Blue,firebomb,reinforcements,Red,nuke,heal,16,16,0,0,0,0,3359
Blue,firebomb,reinforcements,Red,nuke,reinforcements,16,0,0,0,0,16,6654
Blue,firebomb,reinforcements,Red,nuke,speed,16,16,0,0,0,0,3359
Blue,firebomb,reinforcements,Red,nuke,wall,16,0,0,0,0,16,7591
Blue,firebomb,reinforcements,Red,firebomb,heal,16,0,0,0,0,16,7129
Blue,firebomb,reinforcements,Red,firebomb,reinforcements,16,0,0,0,0,16,6356
Blue,firebomb,reinforcements,Red,firebomb,speed,16,0,0,0,0,16,7414
Blue,firebomb,reinforcements,Red,firebomb,wall,16,0,0,0,0,16,10668
Blue,firebomb,reinforcements,Red,snipe,heal,16,0,0,0,0,16,6553
Blue,firebomb,reinforcements,Red,snipe,reinforcements,16,16,0,0,0,0,9356
Blue,firebomb,reinforcements,Red,snipe,speed,16,0,0,0,0,16,6036
Blue,firebomb,reinforcements,Red,snipe,wall,16,0,0,0,0,16,7075
Blue,firebomb,reinforcements,Red,freeze,heal,16,0,0,0,0,16,7809
Blue,firebomb,reinforcements,Red,freeze,reinforcements,16,0,0,0,0,16,7170
Blue,firebomb,reinforcements,Red,freeze,speed,16,0,0,0,0,16,6647
Blue,firebomb,reinforcements,Red,freeze,wall,16,0,0,0,0,16,7742
Blue,firebomb,reinforcements,White,nuke,heal,16,16,0,0,0,0,4249
Blue,firebomb,reinforcements,White,nuke,reinforcements,16,16,0,0,0,0,4953
Blue,firebomb,reinforcements,White,nuke,speed,16,16,0,0,0,0,4044
Blue,firebomb,reinforcements,White,nuke,wall,16,16,0,0,0,0,7261
Blue,firebomb,reinforcements,White,firebomb,heal,16,16,0,0,0,0,8210
Blue,firebomb,reinforcements,White,firebomb,reinforcements,16,16,0,0,0,0,4668
Blue,firebomb,reinforcements,White,firebomb,speed,16,16,0,0,0,0,10401
Blue,firebomb,reinforcements,White,firebomb,wall,16,16,0,0,0,0,8349
Blue,firebomb,reinforcements,White,snipe,heal,16,16,0,0,0,0,6728
Blue,firebomb,reinforcements,White,snipe,reinforcements,16,16,0,0,0,0,4982
Blue,firebomb,reinforcements,White,snipe,speed,16,0,0,0,0,16,7301
