human_team,human_off,human_def,bot_team,bot_off,bot_def,games,bot_decisive_wins,bot_timeout_wins,draws,bot_timeout_losses,bot_decisive_losses,avg_ticks
Red,firebomb,reinforcements,Green,freeze,heal,16,0,0,0,0,16,7789
Red,firebomb,reinforcements,Green,freeze,reinforcements,16,0,0,0,0,16,6405
Red,firebomb,reinforcements,Green,freeze,speed,16,0,0,0,0,16,6010
Red,firebomb,reinforcements,Green,freeze,wall,16,0,0,0,0,16,7374
Red,firebomb,reinforcements,Orange,nuke,heal,16,12,2,0,0,2,12145
Red,firebomb,reinforcements,Orange,nuke,reinforcements,16,16,0,0,0,0,6158
Red,firebomb,reinforcements,Orange,nuke,speed,16,14,0,0,1,1,6368
Red,firebomb,reinforcements,Orange,nuke,wall,16,16,0,0,0,0,7907
Red,firebomb,reinforcements,Orange,firebomb,heal,16,16,0,0,0,0,7863
Red,firebomb,reinforcements,Orange,firebomb,reinforcements,16,16,0,0,0,0,6074
Red,firebomb,reinforcements,Orange,firebomb,speed,16,0,0,0,0,16,8020
Red,firebomb,reinforcements,Orange,firebomb,wall,16,16,0,0,0,0,8966
Red,firebomb,reinforcements,Orange,snipe,heal,16,0,0,0,0,16,10600
Red,firebomb,reinforcements,Orange,snipe,reinforcements,16,16,0,0,0,0,6047
Red,firebomb,reinforcements,Orange,snipe,speed,16,16,0,0,0,0,8943
Red,firebomb,reinforcements,Orange,snipe,wall,16,16,0,0,0,0,8544
Red,firebomb,reinforcements,Orange,freeze,heal,16,7,1,0,5,3,13003
Red,firebomb,reinforcements,Orange,freeze,reinforcements,16,16,0,0,0,0,6329
Red,firebomb,reinforcements,Orange,freeze,speed,16,0,1,0,12,3,16061
Red,firebomb,reinforcements,Orange,freeze,wall,16,16,0,0,0,0,8492
Red,firebomb,reinforcements,Purple,nuke,heal,16,16,0,0,0,0,8017
Red,firebomb,reinforcements,Purple,nuke,reinforcements,16,16,0,0,0,0,5837
Red,firebomb,reinforcements,Purple,nuke,speed,16,16,0,0,0,0,10195
Red,firebomb,reinforcements,Purple,nuke,wall,16,16,0,0,0,0,12155
Red,firebomb,reinforcements,Purple,firebomb,heal,16,16,0,0,0,0,8012
Red,firebomb,reinforcements,Purple,firebomb,reinforcements,16,16,0,0,0,0,5801
Red,firebomb,reinforcements,Purple,firebomb,speed,16,16,0,0,0,0,9337
Red,firebomb,reinforcements,Purple,firebomb,wall,16,0,0,0,16,0,18000
Red,firebomb,reinforcements,Purple,snipe,heal,16,16,0,0,0,0,8327
Red,firebomb,reinforcements,Purple,snipe,reinforcements,16,16,0,0,0,0,5433
Red,firebomb,reinforcements,Purple,snipe,speed,16,16,0,0,0,0,10282
Red,firebomb,reinforcements,Purple,snipe,wall,16,0,0,0,16,0,18000
Red,firebomb,reinforcements,Purple,freeze,heal,16,16,0,0,0,0,9085
Red,firebomb,reinforcements,Purple,freeze,reinforcements,16,16,0,0,0,0,5488
Red,firebomb,reinforcements,Purple,freeze,speed,16,0,0,0,0,16,7620
Red,firebomb,reinforcements,Purple,freeze,wall,16,16,0,0,0,0,8792
Red,firebomb,reinforcements,Red,nuke,heal,16,16,0,0,0,0,7887
Red,firebomb,reinforcements,Red,nuke,reinforcements,16,16,0,0,0,0,4549
Red,firebomb,reinforcements,Red,nuke,speed,16,16,0,0,0,0,5524
Red,firebomb,reinforcements,Red,nuke,wall,16,16,0,0,0,0,7079
Red,firebomb,reinforcements,Red,firebomb,heal,16,16,0,0,0,0,7217
