attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,7,gorillo,1,0,-,7,gorillo,1,1183,0,1,0,0,0,Black,evilminnow,0,1,force_destroyed,871,29.03,False,0,0,0,1,1183,0,1183,1183,0,871,0.5304,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,397,13.23,False,397,235,794,216,1977,0,1183,1183,0,397,0.3035,-1
Black,7,gorillo,1,0,-,7,octoboi,1,1379,0,1,1,0,0,Blue,fishy,0,1,force_destroyed,708,23.60,False,0,-1,0,1,1379,0,1183,1183,0,708,0.6053,-1
Black,7,gorillo,1,0,-,7,octoboi,1,1379,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,872,29.07,False,872,672,2616,280,3995,0,1183,1183,0,872,0.3271,-1
Black,7,gorillo,1,0,-,7,nom,1,707,0,1,0,0,0,Green,minisnecko,0,1,castle_destroyed,1047,34.90,False,0,0,0,1,0,0,1183,1183,1,-1,1.0000,557
Black,7,gorillo,1,0,-,7,nom,1,707,0,1,0,0,0,Green,minisnecko,1,1,force_destroyed,2279,75.97,False,2279,2137,2279,232,2986,0,1183,1183,0,2279,0.2659,-1
Black,7,gorillo,1,0,-,7,tiger,1,1673,0,1,1,0,0,Orange,phil,0,1,force_destroyed,865,28.83,False,0,-1,0,1,1673,0,1183,1183,0,865,0.5294,-1
Black,7,gorillo,1,0,-,7,tiger,1,1673,0,1,1,0,0,Orange,phil,1,1,force_destroyed,361,12.03,False,361,176,1444,214,3117,0,1183,1183,0,361,0.3271,-1
Black,7,gorillo,1,0,-,7,monky,1,1918,0,1,1,0,0,Purple,cant,0,1,force_destroyed,990,33.00,False,0,-1,0,1,1918,0,1183,1183,0,990,0.5294,-1
Black,7,gorillo,1,0,-,7,monky,1,1918,0,1,1,0,0,Purple,cant,1,1,force_destroyed,491,16.37,False,491,337,491,230,2409,0,1183,1183,0,491,0.2659,-1
Black,7,gorillo,1,0,-,7,caw,1,2361,0,1,1,0,0,Red,derpyberd,0,1,force_destroyed,784,26.13,False,0,-1,0,1,2361,0,1183,1183,0,784,0.3859,-1
Black,7,gorillo,1,0,-,7,caw,1,2361,0,1,1,0,0,Red,derpyberd,1,1,force_destroyed,854,28.47,False,854,585,854,660,3215,0,1183,1183,0,854,0.3859,-1
Black,7,gorillo,1,0,-,7,eggo,1,2066,0,1,0,0,0,White,doggo,0,1,force_destroyed,1002,33.40,False,0,0,0,1,2066,0,1183,1183,0,1002,0.5418,-1
Black,7,gorillo,1,0,-,7,eggo,1,2066,0,1,1,0,0,White,doggo,1,1,force_destroyed,1084,36.13,False,1084,824,3252,795,5318,0,1183,1183,0,1084,0.3035,-1
Black,7,gorillo,1,0,-,7,deus,1,1281,0,1,0,0,0,Yellow,minnow,0,1,force_destroyed,827,27.57,False,0,0,0,1,1281,0,1183,1183,0,827,0.5328,-1
Black,7,gorillo,1,0,-,7,deus,1,1281,0,1,0,0,0,Yellow,minnow,1,1,force_destroyed,1536,51.20,False,1536,1380,3072,230,4353,0,1183,1183,0,1536,0.2659,-1
Blue,7,octoboi,1,0,-,7,gorillo,1,1183,0,1,0,0,0,Black,evilminnow,0,1,castle_destroyed,1630,54.33,False,0,0,0,1,0,0,1379,1379,1,-1,1.0000,1014
Blue,7,octoboi,1,0,-,7,gorillo,1,1183,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,427,14.23,False,427,219,854,226,2037,0,1379,1379,0,427,0.2453,-1
Blue,7,octoboi,1,0,-,7,octoboi,1,1379,0,1,0,0,0,Blue,fishy,0,1,force_destroyed,881,29.37,False,0,0,0,1,1379,0,1379,1379,0,881,0.5301,-1
Blue,7,octoboi,1,0,-,7,octoboi,1,1379,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,637,21.23,False,637,439,1911,247,3290,0,1379,1379,0,637,0.2647,-1
Blue,7,octoboi,1,0,-,7,nom,1,707,0,1,0,0,0,Green,minisnecko,0,1,castle_destroyed,1276,42.53,False,0,0,0,1,0,0,1379,1379,1,-1,1.0000,660
Blue,7,octoboi,1,0,-,7,nom,1,707,0,1,0,0,0,Green,minisnecko,1,1,force_destroyed,198,6.60,False,198,62,198,197,905,0,1379,1379,0,198,0.2118,-1
Blue,7,octoboi,1,0,-,7,tiger,1,1673,0,1,0,0,0,Orange,phil,0,1,force_destroyed,946,31.53,False,0,0,0,1,1673,0,1379,1379,0,946,0.4541,-1
Blue,7,octoboi,1,0,-,7,tiger,1,1673,0,1,1,0,0,Orange,phil,1,1,force_destroyed,506,16.87,False,506,291,2024,241,3697,0,1379,1379,0,506,0.2647,-1
Blue,7,octoboi,1,0,-,7,monky,1,1918,0,1,0,0,0,Purple,cant,0,1,force_destroyed,941,31.37,False,0,0,0,1,1918,0,1379,1379,0,941,0.4541,-1
Blue,7,octoboi,1,0,-,7,monky,1,1918,0,1,1,0,0,Purple,cant,1,1,force_destroyed,404,13.47,False,404,220,404,206,2322,0,1379,1379,0,404,0.2118,-1
Blue,7,octoboi,1,0,-,7,caw,1,2361,0,1,0,0,0,Red,derpyberd,0,1,castle_destroyed,2028,67.60,False,0,0,0,1,0,0,1379,1379,1,-1,1.0000,1412
Blue,7,octoboi,1,0,-,7,caw,1,2361,0,1,0,0,0,Red,derpyberd,1,1,force_destroyed,1962,65.40,False,1962,1647,1962,457,4323,0,1379,1379,0,1962,0.3176,-1
Blue,7,octoboi,1,0,-,7,eggo,1,2066,0,1,0,0,0,White,doggo,0,1,castle_destroyed,1692,56.40,False,0,0,0,1,0,0,1379,1379,1,-1,1.0000,1076
Blue,7,octoboi,1,0,-,7,eggo,1,2066,0,1,0,0,0,White,doggo,1,1,force_destroyed,1376,45.87,False,1376,1118,4128,541,6194,0,1379,1379,0,1376,0.2453,-1
Blue,7,octoboi,1,0,-,7,deus,1,1281,0,1,0,0,0,Yellow,minnow,0,1,castle_destroyed,1602,53.40,False,0,0,0,1,0,0,1379,1379,1,-1,1.0000,986
Blue,7,octoboi,1,0,-,7,deus,1,1281,0,1,1,0,0,Yellow,minnow,1,1,force_destroyed,641,21.37,False,641,445,1282,212,2563,0,1379,1379,0,641,0.2118,-1
Green,7,nom,1,0,-,7,gorillo,1,1183,0,1,1,0,0,Black,evilminnow,0,1,force_destroyed,121,4.03,False,0,-1,0,1,1183,0,707,707,0,121,0.7765,-1
Green,7,nom,1,0,-,7,gorillo,1,1183,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,237,7.90,False,237,106,474,133,1657,0,707,707,0,237,0.5565,-1
Green,7,nom,1,0,-,7,octoboi,1,1379,0,1,1,0,0,Blue,fishy,0,1,force_destroyed,130,4.33,False,0,-1,0,1,1379,0,707,707,0,130,0.8329,-1
Green,7,nom,1,0,-,7,octoboi,1,1379,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,316,10.53,False,316,190,948,138,2327,0,707,707,0,316,0.5824,-1
