attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,6,weirdo,1,0,-,6,weirdo,1,338,0,1,0,0,0,Black,evilminnow,0,1,force_destroyed,398,13.27,False,0,0,0,1,338,0,338,338,0,398,0.5294,-1
Black,6,weirdo,1,0,-,6,weirdo,1,338,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,319,10.63,False,319,148,638,234,976,0,338,338,0,319,0.5294,-1
Black,6,weirdo,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,0,1,force_destroyed,387,12.90,False,0,-1,0,1,376,0,338,338,0,387,0.6706,-1
Black,6,weirdo,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,159,5.30,False,159,50,477,139,853,0,338,338,0,159,0.6071,-1
Black,6,weirdo,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,0,1,force_destroyed,360,12.00,False,0,-1,0,1,212,0,338,338,0,360,0.8358,-1
Black,6,weirdo,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,1,1,force_destroyed,189,6.30,False,189,78,189,129,401,0,338,338,0,189,0.5294,-1
Black,6,weirdo,1,0,-,6,zander,1,146,0,1,0,0,0,Orange,phil,0,1,castle_destroyed,1876,62.53,False,0,0,0,1,0,0,338,338,1,-1,1.0000,189
Black,6,weirdo,1,0,-,6,zander,1,146,0,1,1,0,0,Orange,phil,1,1,force_destroyed,221,7.37,False,221,93,884,156,1030,0,338,338,0,221,0.4906,-1
Black,6,weirdo,1,0,-,6,cube,1,348,0,1,0,0,0,Purple,cant,0,1,castle_destroyed,2098,69.93,False,0,0,0,1,0,0,338,338,1,-1,1.0000,505
Black,6,weirdo,1,0,-,6,cube,1,348,0,1,1,0,0,Purple,cant,1,1,force_destroyed,280,9.33,False,280,136,280,203,628,0,338,338,0,280,0.4106,-1
Black,6,weirdo,1,0,-,6,the_puncher,1,324,0,1,0,0,0,Red,derpyberd,0,1,force_destroyed,458,15.27,False,0,0,0,1,324,0,338,338,0,458,0.5596,-1
Black,6,weirdo,1,0,-,6,the_puncher,1,324,0,1,1,0,0,Red,derpyberd,1,1,force_destroyed,302,10.07,False,302,78,302,269,626,0,338,338,0,302,0.4729,-1
Black,6,weirdo,1,0,-,6,bread,1,338,0,1,1,0,0,White,doggo,0,1,force_destroyed,497,16.57,False,0,-1,0,1,338,0,338,338,0,497,0.6353,-1
Black,6,weirdo,1,0,-,6,bread,1,338,0,1,1,0,0,White,doggo,1,1,force_destroyed,256,8.53,False,256,53,768,244,1106,0,338,338,0,256,0.6353,-1
Black,6,weirdo,1,0,-,6,bub,1,136,0,1,1,0,0,Yellow,minnow,0,1,force_destroyed,441,14.70,False,0,-1,0,1,136,0,338,338,0,441,1.0000,382
Black,6,weirdo,1,0,-,6,bub,1,136,0,1,1,0,0,Yellow,minnow,1,1,force_destroyed,196,6.53,False,196,78,392,129,528,0,338,338,0,196,0.5294,-1
Blue,6,judge,1,0,-,6,weirdo,1,338,0,1,0,0,0,Black,evilminnow,0,1,castle_destroyed,3292,109.73,False,0,0,0,1,0,0,376,376,1,-1,1.0000,547
Blue,6,judge,1,0,-,6,weirdo,1,338,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,259,8.63,False,259,51,518,208,856,0,376,376,0,259,0.3912,-1
Blue,6,judge,1,0,-,6,judge,1,376,0,1,0,0,0,Blue,fishy,0,1,force_destroyed,653,21.77,False,0,0,0,1,376,0,376,376,0,653,0.5312,-1
Blue,6,judge,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,268,8.93,False,268,110,804,185,1180,0,376,376,0,268,0.4653,-1
Blue,6,judge,1,0,-,6,geico,1,212,0,1,0,0,0,Green,minisnecko,0,1,castle_destroyed,3283,109.43,False,0,0,0,1,0,0,376,376,1,-1,1.0000,478
Blue,6,judge,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,1,1,force_destroyed,249,8.30,False,249,116,249,167,461,0,376,376,0,249,0.3912,-1
Blue,6,judge,1,0,-,6,zander,1,146,0,1,0,0,0,Orange,phil,0,1,castle_destroyed,3114,103.80,False,0,0,0,1,0,0,376,376,1,-1,1.0000,324
Blue,6,judge,1,0,-,6,zander,1,146,0,1,1,0,0,Orange,phil,1,1,force_destroyed,262,8.73,False,262,53,1048,209,1194,0,376,376,0,262,0.3744,-1
Blue,6,judge,1,0,-,6,cube,1,348,0,1,0,0,0,Purple,cant,0,1,castle_destroyed,3215,107.17,False,0,0,0,1,0,0,376,376,1,-1,1.0000,470
Blue,6,judge,1,0,-,6,cube,1,348,0,1,1,0,0,Purple,cant,1,1,force_destroyed,225,7.50,False,225,55,225,194,573,0,376,376,0,225,0.2876,-1
Blue,6,judge,1,0,-,6,the_puncher,1,324,0,1,0,0,0,Red,derpyberd,0,1,castle_destroyed,3331,111.03,False,0,0,0,1,0,0,376,376,1,-1,1.0000,586
Blue,6,judge,1,0,-,6,the_puncher,1,324,0,1,1,0,0,Red,derpyberd,1,1,force_destroyed,339,11.30,False,339,105,339,260,663,0,376,376,0,339,0.3376,-1
Blue,6,judge,1,0,-,6,bread,1,338,0,1,0,0,0,White,doggo,0,1,castle_destroyed,3453,115.10,False,0,0,0,1,0,0,376,376,1,-1,1.0000,708
Blue,6,judge,1,0,-,6,bread,1,338,0,1,1,0,0,White,doggo,1,1,force_destroyed,297,9.90,False,297,55,891,242,1229,0,376,376,0,297,0.4941,-1
Blue,6,judge,1,0,-,6,bub,1,136,0,1,0,0,0,Yellow,minnow,0,1,castle_destroyed,3204,106.80,False,0,0,0,1,0,0,376,376,1,-1,1.0000,414
Blue,6,judge,1,0,-,6,bub,1,136,0,1,1,0,0,Yellow,minnow,1,1,force_destroyed,262,8.73,False,262,116,524,167,660,0,376,376,0,262,0.3912,-1
Green,6,geico,1,0,-,6,weirdo,1,338,0,1,0,0,0,Black,evilminnow,0,1,castle_destroyed,3398,113.27,False,0,0,0,1,0,0,212,212,1,-1,1.0000,698
Green,6,geico,1,0,-,6,weirdo,1,338,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,265,8.83,False,265,60,530,229,868,0,212,212,0,265,0.3912,-1
Green,6,geico,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,0,1,force_destroyed,538,17.93,False,0,-1,0,1,376,0,212,212,0,538,0.5312,-1
Green,6,geico,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,186,6.20,False,186,54,558,169,934,0,212,212,0,186,0.4653,-1
Green,6,geico,1,0,-,6,geico,1,212,0,1,0,0,0,Green,minisnecko,0,1,force_destroyed,357,11.90,False,0,0,0,1,212,0,212,212,0,357,0.5312,-1
Green,6,geico,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,1,1,force_destroyed,197,6.57,False,197,52,197,149,409,0,212,212,0,197,0.3912,-1
Green,6,geico,1,0,-,6,zander,1,146,0,1,0,0,0,Orange,phil,0,1,castle_destroyed,3078,102.60,False,0,0,0,1,0,0,212,212,1,-1,1.0000,378
Green,6,geico,1,0,-,6,zander,1,146,0,1,1,0,0,Orange,phil,1,1,force_destroyed,211,7.03,False,211,59,844,190,990,0,212,212,0,211,0.3632,-1
Green,6,geico,1,0,-,6,cube,1,348,0,1,0,0,0,Purple,cant,0,1,castle_destroyed,3293,109.77,False,0,0,0,1,0,0,212,212,1,-1,1.0000,593
Green,6,geico,1,0,-,6,cube,1,348,0,1,1,0,0,Purple,cant,1,1,force_destroyed,260,8.67,False,260,113,260,208,608,0,212,212,0,260,0.2876,-1
Green,6,geico,1,0,-,6,the_puncher,1,324,0,1,0,0,0,Red,derpyberd,0,1,force_destroyed,395,13.17,False,0,0,0,1,324,0,212,212,0,395,0.3376,-1
Green,6,geico,1,0,-,6,the_puncher,1,324,0,1,1,0,0,Red,derpyberd,1,1,force_destroyed,254,8.47,False,254,0,254,254,578,0,212,212,0,254,0.3376,-1
Green,6,geico,1,0,-,6,bread,1,338,0,1,0,0,0,White,doggo,0,1,force_destroyed,455,15.17,False,0,0,0,1,338,0,212,212,0,455,0.4941,-1
Green,6,geico,1,0,-,6,bread,1,338,0,1,1,0,0,White,doggo,1,1,force_destroyed,270,9.00,False,270,52,810,254,1148,0,212,212,0,270,0.4941,-1
Green,6,geico,1,0,-,6,bub,1,136,0,1,0,0,0,Yellow,minnow,0,1,force_destroyed,419,13.97,False,0,0,0,1,136,0,212,212,0,419,0.8040,-1
Green,6,geico,1,0,-,6,bub,1,136,0,1,1,0,0,Yellow,minnow,1,1,force_destroyed,203,6.77,False,203,52,406,151,542,0,212,212,0,203,0.3912,-1
Orange,6,zander,1,0,-,6,weirdo,1,338,0,1,1,0,0,Black,evilminnow,0,1,force_destroyed,445,14.83,False,0,-1,0,1,338,0,146,146,0,445,0.5718,-1
Orange,6,zander,1,0,-,6,weirdo,1,338,0,1,1,0,0,Black,evilminnow,1,1,force_destroyed,247,8.23,False,247,73,494,202,832,0,146,146,0,247,0.5718,-1
Orange,6,zander,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,0,1,force_destroyed,459,15.30,False,0,-1,0,1,376,0,146,146,0,459,0.7082,-1
Orange,6,zander,1,0,-,6,judge,1,376,0,1,1,0,0,Blue,fishy,1,1,force_destroyed,452,15.07,False,452,262,1356,399,1732,0,146,146,0,452,0.6459,-1
Orange,6,zander,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,0,1,force_destroyed,307,10.23,False,0,-1,0,1,212,0,146,146,0,307,0.7082,-1
Orange,6,zander,1,0,-,6,geico,1,212,0,1,1,0,0,Green,minisnecko,1,1,force_destroyed,170,5.67,False,170,89,170,99,382,0,146,146,0,170,0.5718,-1
Orange,6,zander,1,0,-,6,zander,1,146,0,1,0,0,0,Orange,phil,0,1,force_destroyed,542,18.07,False,0,0,0,1,146,0,146,146,0,542,0.5318,-1
Orange,6,zander,1,0,-,6,zander,1,146,0,1,1,0,0,Orange,phil,1,1,force_destroyed,268,8.93,False,268,109,1072,164,1218,0,146,146,0,268,0.5318,-1
Orange,6,zander,1,0,-,6,cube,1,348,0,1,1,0,0,Purple,cant,0,1,force_destroyed,485,16.17,False,0,-1,0,1,348,0,146,146,0,485,0.4529,-1
Orange,6,zander,1,0,-,6,cube,1,348,0,1,1,0,0,Purple,cant,1,1,force_destroyed,335,11.17,False,335,187,335,230,683,0,146,146,0,335,0.4529,-1
Orange,6,zander,1,0,-,6,the_puncher,1,324,0,1,1,0,0,Red,derpyberd,0,1,force_destroyed,265,8.83,False,0,-1,0,1,324,0,146,146,0,265,0.5118,-1
Orange,6,zander,1,0,-,6,the_puncher,1,324,0,1,1,0,0,Red,derpyberd,1,1,force_destroyed,278,9.27,False,278,39,278,244,602,0,146,146,0,278,0.5118,-1
Orange,6,zander,1,0,-,6,bread,1,338,0,1,1,0,0,White,doggo,0,1,force_destroyed,385,12.83,False,0,-1,0,1,338,0,146,146,0,385,0.6753,-1
