attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,0,1,castle_destroyed,916,30.53,False,0,0,0,0,0,0,1183,1183,1,-1,1.0000,426
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,1,1,force_destroyed,865,28.83,False,865,694,1730,268,1730,0,1183,1183,0,865,0.3035,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,2,1,force_destroyed,948,31.60,False,474,371,948,130,948,0,1183,1183,0,948,0.3059,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,3,1,force_destroyed,1336,44.53,False,446,381,892,84,892,0,1183,1183,0,1336,0.3059,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,5,1,force_destroyed,1957,65.23,False,392,354,784,42,784,0,1183,1183,0,1957,0.3176,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,10,1,force_destroyed,3604,120.13,False,361,345,722,20,722,0,1183,1183,0,3604,0.5206,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,15,1,force_destroyed,5158,171.93,False,344,341,688,13,688,0,1183,1183,0,5158,0.9829,-1
Black,7,gorillo,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,30,1,force_destroyed,11507,383.57,False,384,382,768,6,768,0,1183,1183,0,11507,1.0000,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,0,1,force_destroyed,941,31.37,False,0,0,0,1,1183,0,1183,1183,0,941,0.7068,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,576,19.20,False,576,396,1152,269,2335,0,1183,1183,0,576,0.3035,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,2,1,force_destroyed,810,27.00,False,405,305,810,182,1993,0,1183,1183,0,810,0.3059,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,3,1,force_destroyed,769,25.63,False,257,201,514,76,1697,0,1183,1183,0,769,0.3059,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,5,1,force_destroyed,788,26.27,False,158,122,316,54,1499,0,1183,1183,0,788,0.3176,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,10,1,force_destroyed,832,27.73,False,84,65,168,28,1351,0,1183,1183,0,832,0.3412,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,15,1,force_destroyed,985,32.83,False,66,54,132,29,1315,0,1183,1183,0,985,0.3688,-1
Black,7,gorillo,1,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,30,1,force_destroyed,837,27.90,False,28,22,56,12,1239,0,1183,1183,0,837,0.4918,-1
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,0,1,castle_destroyed,622,20.73,False,0,0,0,0,0,21,1708,1183,1,-1,1.0000,132
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,1,1,force_destroyed,1695,56.50,False,1695,1547,3390,158,3352,56,2583,1183,0,1676,0.4471,-1
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,2,1,force_destroyed,5033,167.77,False,2517,2509,5034,42,4886,163,5258,1183,0,4885,1.0000,956
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,3,1,castle_destroyed,2479,82.63,False,827,823,1654,28,0,83,3258,1183,1,-1,1.0000,589
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,5,1,castle_destroyed,1027,34.23,False,206,204,412,17,0,35,2058,1183,1,-1,1.0000,324
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,10,1,castle_destroyed,736,24.53,False,74,73,148,8,0,25,1808,1183,1,-1,1.0000,174
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,15,1,castle_destroyed,661,22.03,False,45,44,90,6,0,23,1758,1183,1,-1,1.0000,144
Black,7,gorillo,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,30,1,castle_destroyed,622,20.73,False,21,21,42,3,0,21,1708,1183,1,-1,1.0000,143
Black,7,gorillo,1,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,0,1,castle_destroyed,1185,39.50,False,0,0,0,1,0,40,2183,1183,1,-1,1.0000,132
Black,7,gorillo,1,4,evilnom,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,839,27.97,False,839,673,1678,172,2819,28,1883,1183,0,818,0.4471,-1
Black,7,gorillo,1,4,evilnom,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,2,1,force_destroyed,750,25.00,False,375,320,750,62,1857,23,1758,1183,0,673,0.6918,-1
Black,7,gorillo,1,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,3,1,castle_destroyed,3070,102.33,False,1024,1020,2048,28,0,103,3758,1183,1,-1,1.0000,1039
