attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,0,1,castle_destroyed,816,27.20,False,0,-1,0,1,0,0,3549,3549,3,-1,1.0000,486
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,1211,40.37,False,1211,1026,2422,258,3605,0,3549,3549,0,1211,0.3035,-1
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,2,1,force_destroyed,890,29.67,False,445,343,890,104,2073,0,3549,3549,0,890,0.3059,-1
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,3,1,force_destroyed,1007,33.57,False,336,284,672,70,1855,0,3549,3549,0,1007,0.3318,-1
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,6,1,force_destroyed,1478,49.27,False,247,212,494,66,1677,0,3549,3549,0,1478,0.3929,-1
Black,7,gorillo,3,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,10,1,force_destroyed,3524,117.47,False,353,344,706,18,1889,0,3549,3549,0,3524,0.7541,-1
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,0,1,castle_destroyed,802,26.73,False,0,0,0,1,0,27,4224,3549,3,-1,1.0000,132
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,1,1,force_destroyed,1504,50.13,False,1504,1338,3008,177,4153,50,4799,3549,0,1485,0.4471,-1
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,2,1,castle_destroyed,2270,75.67,False,1135,1130,2270,43,0,76,5449,3549,3,-1,1.0000,964
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,3,1,force_destroyed,872,29.07,False,291,255,582,38,1733,28,4249,3549,0,823,0.8859,-1
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,6,1,castle_destroyed,934,31.13,False,156,154,312,14,0,32,4349,3549,3,-1,1.0000,403
Black,7,gorillo,3,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,10,1,castle_destroyed,796,26.53,False,80,79,160,8,0,27,4224,3549,3,-1,1.0000,174
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,0,1,castle_destroyed,721,24.03,False,0,-1,0,1,0,0,5915,5915,5,-1,1.0000,486
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,830,27.67,False,830,659,1660,202,2843,0,5915,5915,0,830,0.3035,-1
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,2,1,force_destroyed,1325,44.17,False,663,572,1326,160,2509,0,5915,5915,0,1325,0.3106,-1
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,3,1,force_destroyed,1522,50.73,False,508,448,1016,67,2199,0,5915,5915,0,1522,0.3412,-1
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,6,1,force_destroyed,1233,41.10,False,206,173,412,42,1595,0,5915,5915,0,1233,0.4418,-1
Black,7,gorillo,5,0,-,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,10,1,force_destroyed,1806,60.20,False,181,163,362,35,1545,0,5915,5915,0,1806,0.4941,-1
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,0,1,castle_destroyed,687,22.90,False,0,-1,0,1,0,23,6490,5915,5,-1,1.0000,132
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,1,1,force_destroyed,1471,49.03,False,1471,1297,2942,183,4109,49,7140,5915,0,1463,0.4471,-1
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,2,1,castle_destroyed,1700,56.67,False,850,845,1700,43,0,57,7340,5915,5,-1,1.0000,964
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,3,1,castle_destroyed,1129,37.63,False,377,373,754,28,0,38,6865,5915,5,-1,1.0000,625
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,1,150,0,Black,evilminnow,6,1,castle_destroyed,704,23.47,False,118,115,236,14,0,24,6515,5915,5,-1,1.0000,403
Black,7,gorillo,5,4,evilnom,7,gorillo,1,1183,150,1,0,150,0,Black,evilminnow,10,1,castle_destroyed,747,24.90,False,75,74,150,8,0,25,6540,5915,5,-1,1.0000,174
