attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,6,weirdo,3,4,evilnom,5,evilbirdo,6,384,Black,evilminnow,0,1,castle_destroyed,836,27.87,False,0,0,0,1,0,28,1714,1014,3,-1,1.0000,144
Black,6,weirdo,3,4,evilnom,5,evilbirdo,3,192,Black,evilminnow,1,1,force_destroyed,569,18.97,False,410,398,820,110,1012,14,1364,1014,0,410,0.5765,-1
Black,6,weirdo,3,4,evilnom,5,evilbirdo,4,256,Black,evilminnow,2,1,castle_destroyed,3030,101.00,False,263,263,526,53,782,18,1464,1014,0,525,0.7908,643
Black,6,weirdo,3,4,evilnom,5,evilbirdo,6,384,Black,evilminnow,3,1,force_destroyed,1004,33.47,False,266,265,532,35,916,27,1689,1014,0,798,1.0000,739
Black,6,weirdo,3,4,evilnom,5,evilbirdo,5,320,Black,evilminnow,5,1,castle_destroyed,1727,57.57,False,123,123,246,21,566,21,1539,1014,0,615,1.0000,523
Black,6,weirdo,3,4,evilnom,5,evilbirdo,5,320,Black,evilminnow,8,1,castle_destroyed,1385,46.17,False,91,91,182,14,502,25,1639,1014,0,725,1.0000,286
Black,7,gorillo,3,4,evilnom,5,evilbirdo,5,320,Black,evilminnow,0,1,castle_destroyed,603,20.10,False,0,-1,0,2,0,21,4074,3549,3,-1,1.0000,335
Black,7,gorillo,3,4,evilnom,5,evilbirdo,16,1024,Black,evilminnow,1,1,force_destroyed,2313,77.10,False,2267,2180,4534,139,5558,76,5449,3549,0,2267,0.3812,-1
Black,7,gorillo,3,4,evilnom,5,evilbirdo,20,1280,Black,evilminnow,2,1,castle_destroyed,3798,126.60,False,1459,1459,2918,67,4198,98,5999,3549,0,2918,1.0000,1234
Black,7,gorillo,3,4,evilnom,5,evilbirdo,19,1216,Black,evilminnow,3,1,castle_destroyed,2815,93.83,False,939,935,1878,44,0,94,5899,3549,3,-1,1.0000,1227
Black,7,gorillo,3,4,evilnom,5,evilbirdo,8,512,Black,evilminnow,5,1,castle_destroyed,1060,35.33,False,212,210,424,27,0,36,4449,3549,3,-1,1.0000,670
Black,7,gorillo,3,4,evilnom,5,evilbirdo,7,448,Black,evilminnow,8,1,castle_destroyed,943,31.43,False,118,116,236,17,0,32,4349,3549,3,-1,1.0000,440
Blue,6,judge,3,4,eel,5,squid,10,620,Blue,fishy,0,1,castle_destroyed,1439,47.97,False,0,0,0,1,0,48,2232,1128,3,-1,1.0000,243
Blue,6,judge,3,4,eel,5,squid,4,248,Blue,fishy,1,1,force_destroyed,582,19.40,False,557,444,1671,138,1919,19,1565,1128,0,557,0.4953,-1
Blue,6,judge,3,4,eel,5,squid,4,248,Blue,fishy,2,1,force_destroyed,645,21.50,False,300,273,900,66,1148,20,1588,1128,0,600,0.5691,-1
Blue,6,judge,3,4,eel,5,squid,9,558,Blue,fishy,3,1,force_destroyed,1385,46.17,False,424,423,1272,38,1830,43,2117,1128,0,1271,1.0000,702
Blue,6,judge,3,4,eel,5,squid,15,930,Blue,fishy,5,1,castle_destroyed,2940,98.00,False,434,434,1302,23,2232,73,2807,1128,0,2168,1.0000,377
Blue,6,judge,3,4,eel,5,squid,14,868,Blue,fishy,8,1,castle_destroyed,3507,116.90,False,252,252,756,14,1624,68,2692,1128,0,2012,1.0000,420
Blue,7,octoboi,3,4,eel,5,squid,6,372,Blue,fishy,0,1,castle_destroyed,829,27.63,False,0,-1,0,2,0,28,4781,4137,3,-1,1.0000,453
Blue,7,octoboi,3,4,eel,5,squid,21,1302,Blue,fishy,1,1,force_destroyed,3143,104.77,False,3143,2953,9429,220,10731,105,6552,4137,0,3143,0.3376,-1
Blue,7,octoboi,3,4,eel,5,squid,31,1922,Blue,fishy,2,1,force_destroyed,4624,154.13,False,2265,2264,6795,73,8717,151,7610,4137,0,4529,1.0000,2228
Blue,7,octoboi,3,4,eel,5,squid,20,1240,Blue,fishy,3,1,castle_destroyed,2951,98.37,False,984,979,2952,49,0,99,6414,4137,3,-1,1.0000,1173
Blue,7,octoboi,3,4,eel,5,squid,12,744,Blue,fishy,5,1,castle_destroyed,1776,59.20,False,356,353,1068,31,0,60,5517,4137,3,-1,1.0000,841
Blue,7,octoboi,3,4,eel,5,squid,9,558,Blue,fishy,8,1,castle_destroyed,1207,40.23,False,151,149,453,20,0,41,5080,4137,3,-1,1.0000,705
Green,6,geico,3,4,snecko,5,gecko,6,276,Green,minisnecko,0,1,castle_destroyed,1607,53.57,False,0,0,0,2,276,27,1203,636,0,786,1.0000,246
Green,6,geico,3,4,snecko,5,gecko,4,184,Green,minisnecko,1,1,force_destroyed,726,24.20,False,579,578,579,124,763,20,1056,636,0,579,0.4141,-1
Green,6,geico,3,4,snecko,5,gecko,4,184,Green,minisnecko,2,1,force_destroyed,642,21.40,False,255,247,255,58,439,17,993,636,0,509,0.4912,-1
Green,6,geico,3,4,snecko,5,gecko,7,322,Green,minisnecko,3,1,castle_destroyed,2921,97.37,False,317,317,317,34,639,32,1308,636,0,950,0.9650,1086
Green,6,geico,3,4,snecko,5,gecko,7,322,Green,minisnecko,5,1,castle_destroyed,1979,65.97,False,194,194,194,23,516,33,1329,636,0,970,1.0000,561
Green,6,geico,3,4,snecko,5,gecko,6,276,Green,minisnecko,8,1,castle_destroyed,1825,60.83,False,112,112,112,13,388,30,1266,636,0,891,1.0000,405
Green,7,nom,3,4,snecko,5,gecko,2,92,Green,minisnecko,0,1,castle_destroyed,264,8.80,False,0,0,0,1,0,9,2310,2121,3,-1,1.0000,188
Green,7,nom,3,4,snecko,5,gecko,7,322,Green,minisnecko,1,1,force_destroyed,1068,35.60,False,944,937,944,105,1266,32,2793,2121,0,944,0.5082,-1
Green,7,nom,3,4,snecko,5,gecko,7,322,Green,minisnecko,2,1,castle_destroyed,3320,110.67,False,490,490,490,53,812,33,2814,2121,0,980,0.8889,1117
Green,7,nom,3,4,snecko,5,gecko,6,276,Green,minisnecko,3,1,castle_destroyed,887,29.57,False,296,293,296,35,0,30,2751,2121,3,-1,1.0000,678
Green,7,nom,3,4,snecko,5,gecko,4,184,Green,minisnecko,5,1,castle_destroyed,492,16.40,False,99,97,99,21,0,17,2478,2121,3,-1,1.0000,399
Green,7,nom,3,4,snecko,5,gecko,3,138,Green,minisnecko,8,1,castle_destroyed,390,13.00,False,49,48,49,13,0,13,2394,2121,3,-1,1.0000,294
Orange,6,zander,3,4,basketball,5,scott,9,225,Orange,phil,0,1,castle_destroyed,1314,43.80,False,0,0,0,2,0,44,1098,438,3,-1,1.0000,123
Orange,6,zander,3,4,basketball,5,scott,3,75,Orange,phil,1,1,force_destroyed,434,14.47,False,419,341,1676,91,1751,14,648,438,0,419,0.6494,-1
Orange,6,zander,3,4,basketball,5,scott,3,75,Orange,phil,2,1,force_destroyed,459,15.30,False,207,189,828,49,903,14,648,438,0,413,0.8047,-1
Orange,6,zander,3,4,basketball,5,scott,4,100,Orange,phil,3,1,force_destroyed,586,19.53,False,178,175,712,33,812,18,708,438,0,533,0.9318,-1
Orange,6,zander,3,4,basketball,5,scott,6,150,Orange,phil,5,1,castle_destroyed,1746,58.20,False,180,180,720,19,870,30,888,438,0,898,1.0000,342
Orange,6,zander,3,4,basketball,5,scott,7,175,Orange,phil,8,1,castle_destroyed,1451,48.37,False,128,128,512,11,687,35,963,438,0,1021,1.0000,188
Orange,7,tiger,3,4,basketball,5,scott,4,100,Orange,phil,0,1,castle_destroyed,588,19.60,False,0,0,0,1,0,20,5319,5019,3,-1,1.0000,135
Orange,7,tiger,3,4,basketball,5,scott,16,400,Orange,phil,1,1,force_destroyed,2353,78.43,False,2315,2162,9260,215,9660,78,6189,5019,0,2315,0.3417,-1
Orange,7,tiger,3,4,basketball,5,scott,26,650,Orange,phil,2,1,force_destroyed,3865,128.83,False,1912,1874,7648,81,8298,128,6939,5019,0,3824,0.6112,-1
Orange,7,tiger,3,4,basketball,5,scott,31,775,Orange,phil,3,1,castle_destroyed,4527,150.90,False,1509,1504,6036,49,0,151,7284,5019,3,-1,1.0000,2912
Orange,7,tiger,3,4,basketball,5,scott,17,425,Orange,phil,5,1,castle_destroyed,2525,84.17,False,505,503,2020,31,0,85,6294,5019,3,-1,1.0000,1314
Orange,7,tiger,3,4,basketball,5,scott,7,175,Orange,phil,8,1,castle_destroyed,1011,33.70,False,127,125,508,18,0,34,5529,5019,3,-1,1.0000,529
Purple,6,cube,3,4,spike,5,bit,5,455,Purple,cant,0,1,castle_destroyed,721,24.03,False,0,0,0,1,0,25,1669,1044,3,-1,1.0000,121
Purple,6,cube,3,4,spike,5,bit,2,182,Purple,cant,1,1,force_destroyed,349,11.63,False,279,224,279,105,461,10,1294,1044,0,279,0.6494,-1
Purple,6,cube,3,4,spike,5,bit,3,273,Purple,cant,2,1,castle_destroyed,13719,457.30,False,182,182,182,47,455,13,1369,1044,0,363,0.6494,944
Purple,6,cube,3,4,spike,5,bit,3,273,Purple,cant,3,1,castle_destroyed,2407,80.23,False,144,144,144,31,417,15,1419,1044,0,430,0.7271,557
Purple,6,cube,3,4,spike,5,bit,4,364,Purple,cant,5,1,castle_destroyed,7394,246.47,False,92,92,92,18,456,16,1444,1044,0,460,0.7624,1019
Purple,6,cube,3,4,spike,5,bit,4,364,Purple,cant,8,1,castle_destroyed,1704,56.80,False,66,66,66,11,430,18,1494,1044,0,523,1.0000,473
Purple,7,monky,3,4,spike,5,bit,5,455,Purple,cant,0,1,castle_destroyed,628,20.93,False,0,0,0,1,0,21,6279,5754,3,-1,1.0000,424
Purple,7,monky,3,4,spike,5,bit,11,1001,Purple,cant,1,1,force_destroyed,1592,53.07,False,1573,1441,1573,163,2574,53,7079,5754,0,1573,0.3012,-1
Purple,7,monky,3,4,spike,5,bit,16,1456,Purple,cant,2,1,force_destroyed,2346,78.20,False,1135,1105,1135,70,2591,76,7654,5754,0,2269,0.5082,-1
Purple,7,monky,3,4,spike,5,bit,25,2275,Purple,cant,3,1,castle_destroyed,5289,176.30,False,1224,1224,1224,47,3499,123,8829,5754,0,3670,1.0000,3600
Purple,7,monky,3,4,spike,5,bit,35,3185,Purple,cant,5,1,castle_destroyed,5815,193.83,False,1029,1029,1029,26,4214,172,10054,5754,0,5144,1.0000,1264
Purple,7,monky,3,4,spike,5,bit,13,1183,Purple,cant,8,1,castle_destroyed,1864,62.13,False,233,232,233,16,0,63,7329,5754,3,-1,1.0000,880
