attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,0,1,castle_destroyed,1001,33.37,False,0,0,0,0,0,0,14040,14040,1,-1,1.0000,851
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,1,1,force_destroyed,2058,68.60,False,2058,1801,4116,299,4116,0,14040,14040,0,2058,0.1765,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,2,1,force_destroyed,3895,129.83,False,1948,1801,3896,149,3896,0,14040,14040,0,3895,0.1824,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,3,1,force_destroyed,5764,192.13,False,1922,1851,3844,99,3844,0,14040,14040,0,5764,0.1882,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,5,1,force_destroyed,9375,312.50,False,1875,1831,3750,59,3750,0,14040,14040,0,9375,0.2000,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,10,1,force_destroyed,17985,599.50,False,1799,1771,3598,29,3598,0,14040,14040,0,17985,0.2294,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,15,1,force_destroyed,26001,866.70,True,1734,1721,3468,19,3468,0,14040,14040,0,26001,0.2588,-1
Black,8,evilguy,1,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,30,1,survived_horizon,36000,1200.00,True,1200,1191,2400,9,0,0,14040,14040,1,-1,0.3471,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,0,1,force_destroyed,826,27.53,False,0,0,0,1,14040,0,14040,14040,0,826,0.6176,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,1051,35.03,False,1051,900,2102,300,16142,0,14040,14040,0,1051,0.1765,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,2,1,force_destroyed,1165,38.83,False,583,450,1166,150,15206,0,14040,14040,0,1165,0.1824,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,3,1,force_destroyed,1194,39.80,False,398,300,796,100,14836,0,14040,14040,0,1194,0.1871,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,5,1,force_destroyed,1187,39.57,False,238,180,476,60,14516,0,14040,14040,0,1187,0.1953,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,10,1,force_destroyed,1172,39.07,False,118,90,236,30,14276,0,14040,14040,0,1172,0.2176,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,15,1,force_destroyed,1158,38.60,False,78,60,156,20,14196,0,14040,14040,0,1158,0.2376,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,30,1,force_destroyed,1113,37.10,False,38,30,76,10,14116,0,14040,14040,0,1113,0.2800,-1
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,0,1,castle_destroyed,762,25.40,False,0,0,0,0,0,26,14690,14040,1,-1,0.8965,132
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,1,1,force_destroyed,16436,547.87,False,16436,16299,32872,141,32784,547,27715,14040,0,16392,0.3224,-1
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,2,1,survived_horizon,36000,1200.00,True,18000,17993,36000,42,0,1200,44040,14040,1,-1,1.0000,852
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,3,1,castle_destroyed,14230,474.33,False,4744,4740,9488,28,0,475,25915,14040,1,-1,1.0000,589
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,5,1,castle_destroyed,3619,120.63,False,724,722,1448,17,0,121,17065,14040,1,-1,1.0000,324
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,10,1,castle_destroyed,1376,45.87,False,138,137,276,8,0,46,15190,14040,1,-1,1.0000,174
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,15,1,castle_destroyed,1004,33.47,False,67,67,134,6,0,34,14890,14040,1,-1,1.0000,144
Black,8,evilguy,1,4,evilnom,0,-,0,0,150,1,0,-1,0,Black,evilminnow,30,1,castle_destroyed,782,26.07,False,27,26,54,3,0,27,14715,14040,1,-1,0.9200,143
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,0,1,castle_destroyed,1244,41.47,False,0,0,0,1,0,42,15090,14040,1,-1,1.0000,132
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,1,1,force_destroyed,1100,36.67,False,1100,959,2200,149,16194,36,14940,14040,0,1077,0.3224,-1
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,2,1,force_destroyed,12143,404.77,False,6072,6064,12144,42,26026,400,24040,14040,0,11985,1.0000,-1
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,1,150,0,Black,evilminnow,3,1,force_destroyed,1233,41.10,False,411,391,822,28,14762,37,14965,14040,0,1083,0.7571,-1
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,5,1,castle_destroyed,1225,40.83,False,245,243,490,17,0,41,15065,14040,1,-1,1.0000,1109
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,10,1,castle_destroyed,1236,41.20,False,124,123,248,8,0,42,15090,14040,1,-1,1.0000,174
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,15,1,castle_destroyed,1882,62.73,False,126,125,252,6,0,63,15615,14040,1,-1,1.0000,144
Black,8,evilguy,1,4,evilnom,8,evilguy,1,14040,150,1,0,150,0,Black,evilminnow,30,1,castle_destroyed,1242,41.40,False,42,42,84,3,0,42,15090,14040,1,-1,1.0000,143
Black,8,evilguy,3,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,0,1,castle_destroyed,881,29.37,False,0,0,0,0,0,0,42120,42120,3,-1,1.0000,851
Black,8,evilguy,3,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,1,1,force_destroyed,4205,140.17,False,4205,3961,8410,244,8410,0,42120,42120,0,4205,0.1765,-1
Black,8,evilguy,3,0,-,0,-,0,0,150,1,0,-1,0,Black,evilminnow,2,1,force_destroyed,8355,278.50,False,4178,4089,8356,119,8356,0,42120,42120,0,8355,0.2694,-1
