attacker_team,tier,attacker_unit,force_size,escort_tier,escort_unit,anchor_tier,anchor_unit,anchors_spawned,anchor_spend,anchor_delay,anchor_max,anchors_alive,anchor_first_tick,anchor_delayed_ticks,blocker_team,blocker_unit,interval_ticks,attacker_seat,outcome,ticks,seconds,beyond_game_limit,blockers_spawned,blockers_lost,blocker_spend,peak_blockers,spend_at_force_death,escorts_spawned,attacker_spend,force_spend,big_units_alive,force_died_tick,deepest_progress,first_castle_hit_tick
Black,8,evilguy,1,0,-,8,evilguy,1,14040,0,1,0,60,60,Black,evilminnow,0,1,force_destroyed,781,26.03,False,0,0,0,1,14040,0,14040,14040,0,781,0.5647,-1
Black,8,evilguy,1,0,-,8,evilguy,1,14040,0,1,1,60,60,Black,evilminnow,1,1,force_destroyed,961,32.03,False,961,750,1922,300,15962,0,14040,14040,0,961,0.1765,-1
Black,8,evilguy,1,0,-,8,lightningbear,1,19416,0,1,1,90,90,Blue,fishy,0,1,force_destroyed,511,17.03,False,0,-1,0,1,19416,0,14040,14040,0,511,0.4235,-1
Black,8,evilguy,1,0,-,8,lightningbear,1,19416,0,1,1,90,90,Blue,fishy,1,1,force_destroyed,609,20.30,False,609,300,1827,314,21243,0,14040,14040,0,609,0.1929,-1
Black,8,evilguy,1,0,-,8,trogdor,1,17880,0,1,1,90,90,Green,minisnecko,0,1,force_destroyed,473,15.77,False,0,-1,0,1,17880,0,14040,14040,0,473,0.3788,-1
Black,8,evilguy,1,0,-,8,trogdor,1,17880,0,1,1,90,90,Green,minisnecko,1,1,force_destroyed,550,18.33,False,550,300,550,279,18430,0,14040,14040,0,550,0.1518,-1
Black,8,evilguy,1,0,-,8,hwy,1,19928,0,1,1,90,90,Orange,phil,0,1,force_destroyed,565,18.83,False,0,-1,0,1,19928,0,14040,14040,0,565,0.4871,-1
Black,8,evilguy,1,0,-,8,hwy,1,19928,0,1,1,120,120,Orange,phil,1,1,force_destroyed,762,25.40,False,762,450,3048,314,22976,0,14040,14040,0,762,0.1929,-1
Black,8,evilguy,1,0,-,8,bigblobbo,1,12760,0,1,0,60,60,Purple,cant,0,1,force_destroyed,781,26.03,False,0,0,0,1,12760,0,14040,14040,0,781,0.5647,-1
Black,8,evilguy,1,0,-,8,bigblobbo,1,12760,0,1,1,60,60,Purple,cant,1,1,force_destroyed,982,32.73,False,982,750,982,279,13742,0,14040,14040,0,982,0.1518,-1
Black,8,evilguy,1,0,-,8,draggo,1,18904,0,1,1,90,90,Red,derpyberd,0,1,force_destroyed,796,26.53,False,0,-1,0,1,18904,0,14040,14040,0,796,0.5824,-1
Black,8,evilguy,1,0,-,8,draggo,1,18904,0,1,1,90,90,Red,derpyberd,1,1,force_destroyed,941,31.37,False,941,600,941,350,19845,0,14040,14040,0,941,0.2353,-1
Black,8,evilguy,1,0,-,8,corn,1,23000,0,1,1,120,120,White,doggo,0,1,force_destroyed,941,31.37,False,0,-1,0,1,23000,0,14040,14040,0,941,0.7571,-1
Black,8,evilguy,1,0,-,8,corn,1,23000,0,1,1,120,120,White,doggo,1,1,force_destroyed,1523,50.77,False,1523,1200,4569,350,27569,0,14040,14040,0,1523,0.2353,-1
Black,8,evilguy,1,0,-,8,lyon,1,13272,0,1,0,60,60,Yellow,minnow,0,1,force_destroyed,631,21.03,False,0,0,0,1,13272,0,14040,14040,0,631,0.5647,-1
Black,8,evilguy,1,0,-,8,lyon,1,13272,0,1,1,60,60,Yellow,minnow,1,1,force_destroyed,982,32.73,False,982,750,1964,279,15236,0,14040,14040,0,982,0.1518,-1
Blue,8,lightningbear,1,0,-,8,evilguy,1,14040,0,1,0,60,60,Black,evilminnow,0,1,castle_destroyed,771,25.70,False,0,0,0,1,0,0,19416,19416,1,-1,1.0000,621
Blue,8,lightningbear,1,0,-,8,evilguy,1,14040,0,1,1,60,60,Black,evilminnow,1,1,force_destroyed,853,28.43,False,853,600,1706,279,15746,0,19416,19416,0,853,0.3035,-1
Blue,8,lightningbear,1,0,-,8,lightningbear,1,19416,0,1,0,90,90,Blue,fishy,0,1,force_destroyed,421,14.03,False,0,0,0,1,19416,0,19416,19416,0,421,0.6365,-1
Blue,8,lightningbear,1,0,-,8,lightningbear,1,19416,0,1,1,90,90,Blue,fishy,1,1,force_destroyed,552,18.40,False,552,300,1656,289,21072,0,19416,19416,0,552,0.3271,-1
Blue,8,lightningbear,1,0,-,8,trogdor,1,17880,0,1,0,90,90,Green,minisnecko,0,1,force_destroyed,401,13.37,False,0,0,0,1,17880,0,19416,19416,0,401,0.5882,-1
Blue,8,lightningbear,1,0,-,8,trogdor,1,17880,0,1,1,90,90,Green,minisnecko,1,1,force_destroyed,511,17.03,False,511,300,511,263,18391,0,19416,19416,0,511,0.2659,-1
Blue,8,lightningbear,1,0,-,8,hwy,1,19928,0,1,0,90,90,Orange,phil,0,1,force_destroyed,447,14.90,False,0,0,0,1,19928,0,19416,19416,0,447,0.6976,-1
Blue,8,lightningbear,1,0,-,8,hwy,1,19928,0,1,1,120,120,Orange,phil,1,1,force_destroyed,686,22.87,False,686,450,2744,289,22672,0,19416,19416,0,686,0.3271,-1
Blue,8,lightningbear,1,0,-,8,bigblobbo,1,12760,0,1,0,60,60,Purple,cant,0,1,castle_destroyed,771,25.70,False,0,0,0,1,0,0,19416,19416,1,-1,1.0000,621
Blue,8,lightningbear,1,0,-,8,bigblobbo,1,12760,0,1,1,60,60,Purple,cant,1,1,force_destroyed,900,30.00,False,900,750,900,263,13660,0,19416,19416,0,900,0.2659,-1
Blue,8,lightningbear,1,0,-,8,draggo,1,18904,0,1,0,90,90,Red,derpyberd,0,1,castle_destroyed,781,26.03,False,0,0,0,1,0,0,19416,19416,1,-1,1.0000,631
Blue,8,lightningbear,1,0,-,8,draggo,1,18904,0,1,1,90,90,Red,derpyberd,1,1,force_destroyed,813,27.10,False,813,600,813,314,19717,0,19416,19416,0,813,0.3859,-1
Blue,8,lightningbear,1,0,-,8,corn,1,23000,0,1,1,120,120,White,doggo,0,1,force_destroyed,535,17.83,False,0,-1,0,1,23000,0,19416,19416,0,535,0.9071,-1
Blue,8,lightningbear,1,0,-,8,corn,1,23000,0,1,1,120,120,White,doggo,1,1,force_destroyed,1265,42.17,False,1265,1050,3795,314,26795,0,19416,19416,0,1265,0.3859,-1
Blue,8,lightningbear,1,0,-,8,lyon,1,13272,0,1,0,60,60,Yellow,minnow,0,1,force_destroyed,471,15.70,False,0,0,0,1,13272,0,19416,19416,0,471,0.7553,-1
