human_team,human_off,human_def,bot_team,bot_off,bot_def
White,firebomb,speed,White,nuke,heal
White,firebomb,speed,White,firebomb,heal
White,firebomb,speed,White,freeze,reinforcements
White,firebomb,speed,White,freeze,speed
White,firebomb,wall,White,nuke,reinforcements
White,firebomb,wall,White,freeze,wall
White,firebomb,wall,White,nuke,heal
White,firebomb,wall,White,firebomb,heal
White,firebomb,wall,White,freeze,reinforcements
White,firebomb,wall,White,firebomb,reinforcements
White,firebomb,wall,Blue,nuke,heal
White,firebomb,wall,Yellow,nuke,reinforcements
White,snipe,heal,White,nuke,wall
White,snipe,heal,White,nuke,reinforcements
White,snipe,heal,White,freeze,heal
White,snipe,heal,White,freeze,wall
White,snipe,heal,White,nuke,heal
White,snipe,heal,White,firebomb,heal
White,snipe,heal,White,firebomb,wall
White,snipe,heal,White,freeze,reinforcements
White,snipe,reinforcements,White,nuke,wall
White,snipe,reinforcements,White,nuke,reinforcements
White,snipe,reinforcements,White,freeze,heal
White,snipe,reinforcements,White,freeze,wall
White,snipe,reinforcements,White,nuke,heal
White,snipe,reinforcements,White,firebomb,wall
White,snipe,reinforcements,White,freeze,reinforcements
White,snipe,reinforcements,White,freeze,speed
White,snipe,speed,White,nuke,wall
White,snipe,speed,White,nuke,reinforcements
White,snipe,speed,White,freeze,heal
White,snipe,speed,White,freeze,wall
White,snipe,speed,White,nuke,heal
White,snipe,speed,White,firebomb,heal
White,snipe,speed,White,firebomb,wall
White,snipe,speed,White,freeze,reinforcements
White,snipe,wall,White,nuke,wall
White,snipe,wall,White,nuke,reinforcements
White,snipe,wall,White,freeze,wall
White,snipe,wall,White,nuke,heal
White,snipe,wall,White,firebomb,heal
White,snipe,wall,White,firebomb,wall
White,snipe,wall,White,freeze,reinforcements
White,snipe,wall,White,freeze,speed
White,freeze,heal,White,nuke,wall
White,freeze,heal,White,nuke,reinforcements
White,freeze,heal,White,freeze,reinforcements
White,freeze,heal,White,firebomb,reinforcements
White,freeze,heal,Black,nuke,heal
White,freeze,heal,Blue,freeze,heal
White,freeze,heal,Red,firebomb,heal
White,freeze,heal,White,snipe,speed
White,freeze,reinforcements,White,nuke,wall
White,freeze,reinforcements,White,nuke,reinforcements
White,freeze,reinforcements,White,freeze,wall
White,freeze,reinforcements,White,nuke,heal
White,freeze,reinforcements,Black,nuke,heal
White,freeze,reinforcements,Blue,nuke,heal
White,freeze,reinforcements,Black,nuke,wall
White,freeze,reinforcements,White,nuke,speed
White,freeze,speed,White,nuke,wall
White,freeze,speed,White,nuke,reinforcements
White,freeze,speed,White,freeze,heal
White,freeze,speed,White,freeze,wall
White,freeze,speed,White,nuke,heal
White,freeze,speed,White,firebomb,heal
White,freeze,speed,White,freeze,reinforcements
White,freeze,speed,White,firebomb,reinforcements
White,freeze,wall,White,nuke,reinforcements
White,freeze,wall,White,firebomb,heal
White,freeze,wall,White,freeze,reinforcements
White,freeze,wall,White,firebomb,reinforcements
White,freeze,wall,Blue,nuke,heal
White,freeze,wall,White,snipe,reinforcements
White,freeze,wall,White,firebomb,speed
White,freeze,wall,Black,nuke,reinforcements
Yellow,nuke,heal,White,nuke,wall
Yellow,nuke,heal,White,freeze,heal
Yellow,nuke,heal,White,nuke,heal
Yellow,nuke,heal,White,firebomb,heal
Yellow,nuke,heal,White,firebomb,wall
Yellow,nuke,heal,White,freeze,speed
Yellow,nuke,heal,Blue,nuke,heal
Yellow,nuke,heal,White,firebomb,speed
Yellow,nuke,reinforcements,White,nuke,wall
Yellow,nuke,reinforcements,White,nuke,reinforcements
Yellow,nuke,reinforcements,White,freeze,heal
Yellow,nuke,reinforcements,White,freeze,wall
Yellow,nuke,reinforcements,White,freeze,reinforcements
Yellow,nuke,reinforcements,White,firebomb,reinforcements
Yellow,nuke,reinforcements,Black,nuke,heal
Yellow,nuke,reinforcements,White,snipe,reinforcements
Yellow,nuke,speed,White,nuke,wall
Yellow,nuke,speed,White,freeze,heal
Yellow,nuke,speed,White,freeze,wall
Yellow,nuke,speed,White,nuke,heal
Yellow,nuke,speed,White,freeze,speed
Yellow,nuke,speed,Black,nuke,heal
Yellow,nuke,speed,Blue,nuke,heal
Yellow,nuke,speed,White,firebomb,speed
Yellow,nuke,wall,White,nuke,wall
Yellow,nuke,wall,White,nuke,reinforcements
