human_team,human_off,human_def,bot_team,bot_off,bot_def
Purple,freeze,heal,White,freeze,reinforcements
Purple,freeze,reinforcements,White,nuke,wall
Purple,freeze,reinforcements,White,nuke,reinforcements
Purple,freeze,reinforcements,White,freeze,heal
Purple,freeze,reinforcements,White,freeze,wall
Purple,freeze,reinforcements,White,nuke,heal
Purple,freeze,reinforcements,White,firebomb,heal
Purple,freeze,reinforcements,White,firebomb,wall
Purple,freeze,reinforcements,White,freeze,reinforcements
Purple,freeze,speed,White,nuke,wall
Purple,freeze,speed,White,nuke,reinforcements
Purple,freeze,speed,White,freeze,heal
Purple,freeze,speed,White,freeze,wall
Purple,freeze,speed,White,nuke,heal
Purple,freeze,speed,White,firebomb,heal
Purple,freeze,speed,White,firebomb,wall
Purple,freeze,speed,White,freeze,reinforcements
Purple,freeze,wall,White,nuke,wall
Purple,freeze,wall,White,nuke,reinforcements
Purple,freeze,wall,White,freeze,heal
Purple,freeze,wall,White,freeze,wall
Purple,freeze,wall,White,nuke,heal
Purple,freeze,wall,White,firebomb,heal
Purple,freeze,wall,White,firebomb,wall
Purple,freeze,wall,White,freeze,reinforcements
Red,nuke,heal,White,nuke,wall
Red,nuke,heal,White,nuke,reinforcements
Red,nuke,heal,White,freeze,heal
Red,nuke,heal,White,freeze,wall
Red,nuke,heal,White,nuke,heal
Red,nuke,heal,White,firebomb,heal
Red,nuke,heal,White,firebomb,wall
Red,nuke,heal,White,freeze,speed
Red,nuke,reinforcements,White,nuke,wall
Red,nuke,reinforcements,White,nuke,reinforcements
Red,nuke,reinforcements,White,freeze,heal
Red,nuke,reinforcements,White,nuke,heal
Red,nuke,reinforcements,White,firebomb,heal
Red,nuke,reinforcements,White,firebomb,wall
Red,nuke,reinforcements,White,freeze,reinforcements
Red,nuke,reinforcements,White,freeze,speed
Red,nuke,speed,White,nuke,wall
Red,nuke,speed,White,freeze,heal
Red,nuke,speed,White,freeze,wall
Red,nuke,speed,White,nuke,heal
Red,nuke,speed,White,firebomb,heal
Red,nuke,speed,White,firebomb,wall
Red,nuke,speed,White,freeze,speed
Red,nuke,speed,Black,nuke,heal
Red,nuke,wall,White,nuke,wall
Red,nuke,wall,White,nuke,reinforcements
Red,nuke,wall,White,freeze,heal
Red,nuke,wall,White,freeze,wall
Red,nuke,wall,White,nuke,heal
Red,nuke,wall,White,firebomb,heal
Red,nuke,wall,White,firebomb,wall
Red,nuke,wall,White,freeze,speed
Red,firebomb,heal,White,nuke,wall
Red,firebomb,heal,White,nuke,reinforcements
Red,firebomb,heal,White,freeze,heal
Red,firebomb,heal,White,freeze,wall
Red,firebomb,heal,White,firebomb,heal
Red,firebomb,heal,White,firebomb,wall
Red,firebomb,heal,White,freeze,reinforcements
Red,firebomb,heal,White,firebomb,reinforcements
Red,firebomb,reinforcements,White,nuke,wall
Red,firebomb,reinforcements,White,nuke,reinforcements
Red,firebomb,reinforcements,White,freeze,heal
Red,firebomb,reinforcements,White,freeze,wall
Red,firebomb,reinforcements,White,nuke,heal
Red,firebomb,reinforcements,White,firebomb,heal
Red,firebomb,reinforcements,White,firebomb,wall
Red,firebomb,reinforcements,White,freeze,reinforcements
Red,firebomb,speed,White,nuke,wall
Red,firebomb,speed,White,nuke,reinforcements
Red,firebomb,speed,White,freeze,heal
Red,firebomb,speed,White,freeze,wall
Red,firebomb,speed,White,nuke,heal
Red,firebomb,speed,White,firebomb,heal
Red,firebomb,speed,White,firebomb,wall
Red,firebomb,speed,White,freeze,reinforcements
Red,firebomb,wall,White,nuke,wall
Red,firebomb,wall,White,nuke,reinforcements
Red,firebomb,wall,White,freeze,heal
Red,firebomb,wall,White,freeze,wall
Red,firebomb,wall,White,nuke,heal
Red,firebomb,wall,White,firebomb,wall
Red,firebomb,wall,White,freeze,reinforcements
Red,firebomb,wall,White,freeze,speed
Red,snipe,heal,White,nuke,wall
Red,snipe,heal,White,nuke,reinforcements
Red,snipe,heal,White,freeze,heal
Red,snipe,heal,White,freeze,wall
Red,snipe,heal,White,nuke,heal
Red,snipe,heal,White,firebomb,heal
Red,snipe,heal,White,firebomb,wall
Red,snipe,heal,White,freeze,reinforcements
Red,snipe,reinforcements,White,nuke,wall
Red,snipe,reinforcements,White,nuke,reinforcements
Red,snipe,reinforcements,White,freeze,heal
Red,snipe,reinforcements,White,freeze,wall
Red,snipe,reinforcements,White,nuke,heal
Red,snipe,reinforcements,White,firebomb,heal
Red,snipe,reinforcements,White,firebomb,wall
Red,snipe,reinforcements,White,freeze,reinforcements
Red,snipe,speed,White,nuke,wall
Red,snipe,speed,White,nuke,reinforcements
Red,snipe,speed,White,freeze,heal
Red,snipe,speed,White,freeze,wall
Red,snipe,speed,White,nuke,heal
Red,snipe,speed,White,firebomb,heal
Red,snipe,speed,White,firebomb,wall
Red,snipe,speed,White,freeze,reinforcements
Red,snipe,wall,White,nuke,wall
Red,snipe,wall,White,nuke,reinforcements
Red,snipe,wall,White,freeze,heal
Red,snipe,wall,White,freeze,wall
Red,snipe,wall,White,nuke,heal
Red,snipe,wall,White,firebomb,heal
Red,snipe,wall,White,firebomb,wall
Red,snipe,wall,White,freeze,reinforcements
Red,freeze,heal,White,nuke,wall
Red,freeze,heal,White,nuke,reinforcements
Red,freeze,heal,White,freeze,heal
Red,freeze,heal,White,freeze,wall
Red,freeze,heal,White,firebomb,heal
Red,freeze,heal,White,firebomb,wall
Red,freeze,heal,White,freeze,reinforcements
Red,freeze,heal,White,freeze,speed
Red,freeze,reinforcements,White,nuke,wall
Red,freeze,reinforcements,White,nuke,reinforcements
Red,freeze,reinforcements,White,freeze,heal
Red,freeze,reinforcements,White,freeze,wall
Red,freeze,reinforcements,White,nuke,heal
Red,freeze,reinforcements,White,firebomb,heal
Red,freeze,reinforcements,White,firebomb,wall
Red,freeze,reinforcements,White,freeze,reinforcements
Red,freeze,speed,White,nuke,wall
Red,freeze,speed,White,nuke,reinforcements
Red,freeze,speed,White,freeze,heal
Red,freeze,speed,White,freeze,wall
Red,freeze,speed,White,nuke,heal
Red,freeze,speed,White,firebomb,heal
Red,freeze,speed,White,firebomb,wall
Red,freeze,speed,White,freeze,reinforcements
Red,freeze,wall,White,nuke,wall
Red,freeze,wall,White,nuke,reinforcements
Red,freeze,wall,White,freeze,heal
Red,freeze,wall,White,freeze,wall
Red,freeze,wall,White,nuke,heal
Red,freeze,wall,White,firebomb,heal
Red,freeze,wall,White,firebomb,wall
Red,freeze,wall,White,freeze,reinforcements
White,nuke,heal,White,nuke,wall
White,nuke,heal,White,freeze,wall
White,nuke,heal,White,nuke,heal
White,nuke,heal,White,firebomb,wall
White,nuke,heal,White,freeze,speed
White,nuke,heal,Black,nuke,heal
White,nuke,heal,White,nuke,speed
White,nuke,heal,Black,nuke,reinforcements
White,nuke,reinforcements,White,freeze,heal
White,nuke,reinforcements,White,nuke,heal
White,nuke,reinforcements,White,firebomb,reinforcements
White,nuke,reinforcements,Blue,nuke,heal
White,nuke,reinforcements,Black,nuke,wall
White,nuke,reinforcements,White,nuke,speed
White,nuke,reinforcements,Yellow,nuke,heal
White,nuke,reinforcements,Orange,nuke,heal
White,nuke,speed,White,nuke,wall
White,nuke,speed,White,freeze,heal
White,nuke,speed,White,freeze,wall
White,nuke,speed,White,nuke,heal
White,nuke,speed,White,freeze,speed
White,nuke,speed,Black,nuke,heal
White,nuke,speed,Black,nuke,wall
White,nuke,speed,White,nuke,speed
White,nuke,wall,White,nuke,wall
White,nuke,wall,White,snipe,wall
White,nuke,wall,Black,freeze,speed
White,nuke,wall,White,firebomb,wall
White,nuke,wall,White,firebomb,heal
White,nuke,wall,Orange,freeze,heal
White,nuke,wall,Black,freeze,heal
White,nuke,wall,Orange,snipe,heal
White,firebomb,heal,White,nuke,wall
White,firebomb,heal,White,nuke,reinforcements
White,firebomb,heal,White,freeze,heal
White,firebomb,heal,White,freeze,wall
White,firebomb,heal,White,firebomb,wall
White,firebomb,heal,White,freeze,reinforcements
White,firebomb,heal,White,firebomb,reinforcements
White,firebomb,heal,Black,nuke,heal
White,firebomb,reinforcements,White,nuke,heal
White,firebomb,reinforcements,White,freeze,reinforcements
White,firebomb,reinforcements,Black,nuke,heal
White,firebomb,reinforcements,Blue,nuke,heal
White,firebomb,reinforcements,Black,nuke,wall
White,firebomb,reinforcements,White,nuke,speed
White,firebomb,reinforcements,Blue,nuke,wall
White,firebomb,reinforcements,Yellow,nuke,heal
White,firebomb,speed,White,nuke,wall
White,firebomb,speed,White,nuke,reinforcements
White,firebomb,speed,White,freeze,heal
White,firebomb,speed,White,freeze,wall
