human_team,human_off,human_def,bot_team,bot_off,bot_def
Blue,firebomb,reinforcements,Green,snipe,wall
Blue,firebomb,reinforcements,Green,freeze,heal
Blue,firebomb,reinforcements,Green,freeze,reinforcements
Blue,firebomb,reinforcements,Green,freeze,speed
Blue,firebomb,reinforcements,Green,freeze,wall
Blue,firebomb,reinforcements,Orange,nuke,heal
Blue,firebomb,reinforcements,Orange,nuke,reinforcements
Blue,firebomb,reinforcements,Orange,nuke,speed
Blue,firebomb,reinforcements,Orange,nuke,wall
Blue,firebomb,reinforcements,Orange,firebomb,heal
Blue,firebomb,reinforcements,Orange,firebomb,reinforcements
Blue,firebomb,reinforcements,Orange,firebomb,speed
Blue,firebomb,reinforcements,Orange,firebomb,wall
Blue,firebomb,reinforcements,Orange,snipe,heal
Blue,firebomb,reinforcements,Orange,snipe,reinforcements
Blue,firebomb,reinforcements,Orange,snipe,speed
Blue,firebomb,reinforcements,Orange,snipe,wall
Blue,firebomb,reinforcements,Orange,freeze,heal
Blue,firebomb,reinforcements,Orange,freeze,reinforcements
Blue,firebomb,reinforcements,Orange,freeze,speed
Blue,firebomb,reinforcements,Orange,freeze,wall
Blue,firebomb,reinforcements,Purple,nuke,heal
Blue,firebomb,reinforcements,Purple,nuke,reinforcements
Blue,firebomb,reinforcements,Purple,nuke,speed
Blue,firebomb,reinforcements,Purple,nuke,wall
Blue,firebomb,reinforcements,Purple,firebomb,heal
Blue,firebomb,reinforcements,Purple,firebomb,reinforcements
Blue,firebomb,reinforcements,Purple,firebomb,speed
Blue,firebomb,reinforcements,Purple,firebomb,wall
Blue,firebomb,reinforcements,Purple,snipe,heal
Blue,firebomb,reinforcements,Purple,snipe,reinforcements
Blue,firebomb,reinforcements,Purple,snipe,speed
Blue,firebomb,reinforcements,Purple,snipe,wall
Blue,firebomb,reinforcements,Purple,freeze,heal
Blue,firebomb,reinforcements,Purple,freeze,reinforcements
Blue,firebomb,reinforcements,Purple,freeze,speed
Blue,firebomb,reinforcements,Purple,freeze,wall
Blue,firebomb,reinforcements,Red,nuke,heal
Blue,firebomb,reinforcements,Red,nuke,reinforcements
Blue,firebomb,reinforcements,Red,nuke,speed
Blue,firebomb,reinforcements,Red,nuke,wall
Blue,firebomb,reinforcements,Red,firebomb,heal
Blue,firebomb,reinforcements,Red,firebomb,reinforcements
Blue,firebomb,reinforcements,Red,firebomb,speed
Blue,firebomb,reinforcements,Red,firebomb,wall
Blue,firebomb,reinforcements,Red,snipe,heal
Blue,firebomb,reinforcements,Red,snipe,reinforcements
Blue,firebomb,reinforcements,Red,snipe,speed
Blue,firebomb,reinforcements,Red,snipe,wall
Blue,firebomb,reinforcements,Red,freeze,heal
Blue,firebomb,reinforcements,Red,freeze,reinforcements
Blue,firebomb,reinforcements,Red,freeze,speed
Blue,firebomb,reinforcements,Red,freeze,wall
Blue,firebomb,reinforcements,White,nuke,heal
Blue,firebomb,reinforcements,White,nuke,reinforcements
Blue,firebomb,reinforcements,White,nuke,speed
Blue,firebomb,reinforcements,White,nuke,wall
Blue,firebomb,reinforcements,White,firebomb,heal
Blue,firebomb,reinforcements,White,firebomb,reinforcements
Blue,firebomb,reinforcements,White,firebomb,speed
Blue,firebomb,reinforcements,White,firebomb,wall
Blue,firebomb,reinforcements,White,snipe,heal
Blue,firebomb,reinforcements,White,snipe,reinforcements
Blue,firebomb,reinforcements,White,snipe,speed
Blue,firebomb,reinforcements,White,snipe,wall
Blue,firebomb,reinforcements,White,freeze,heal
Blue,firebomb,reinforcements,White,freeze,reinforcements
Blue,firebomb,reinforcements,White,freeze,speed
Blue,firebomb,reinforcements,White,freeze,wall
Blue,firebomb,reinforcements,Yellow,nuke,heal
Blue,firebomb,reinforcements,Yellow,nuke,reinforcements
Blue,firebomb,reinforcements,Yellow,nuke,speed
Blue,firebomb,reinforcements,Yellow,nuke,wall
Blue,firebomb,reinforcements,Yellow,firebomb,heal
Blue,firebomb,reinforcements,Yellow,firebomb,reinforcements
Blue,firebomb,reinforcements,Yellow,firebomb,speed
Blue,firebomb,reinforcements,Yellow,firebomb,wall
Blue,firebomb,reinforcements,Yellow,snipe,heal
Blue,firebomb,reinforcements,Yellow,snipe,reinforcements
Blue,firebomb,reinforcements,Yellow,snipe,speed
Blue,firebomb,reinforcements,Yellow,snipe,wall
Blue,firebomb,reinforcements,Yellow,freeze,heal
Blue,firebomb,reinforcements,Yellow,freeze,reinforcements
Blue,firebomb,reinforcements,Yellow,freeze,speed
Blue,firebomb,reinforcements,Yellow,freeze,wall
Blue,firebomb,speed,Black,nuke,heal
Blue,firebomb,speed,Black,nuke,reinforcements
Blue,firebomb,speed,Black,nuke,speed
Blue,firebomb,speed,Black,nuke,wall
Blue,firebomb,speed,Black,firebomb,heal
Blue,firebomb,speed,Black,firebomb,reinforcements
Blue,firebomb,speed,Black,firebomb,speed
Blue,firebomb,speed,Black,firebomb,wall
Blue,firebomb,speed,Black,snipe,heal
Blue,firebomb,speed,Black,snipe,reinforcements
Blue,firebomb,speed,Black,snipe,speed
Blue,firebomb,speed,Black,snipe,wall
Blue,firebomb,speed,Black,freeze,heal
Blue,firebomb,speed,Black,freeze,reinforcements
Blue,firebomb,speed,Black,freeze,speed
Blue,firebomb,speed,Black,freeze,wall
