human_team,human_off,human_def,bot_team,bot_off,bot_def
Red,firebomb,reinforcements,Green,freeze,heal
Red,firebomb,reinforcements,Green,freeze,reinforcements
Red,firebomb,reinforcements,Green,freeze,speed
Red,firebomb,reinforcements,Green,freeze,wall
Red,firebomb,reinforcements,Orange,nuke,heal
Red,firebomb,reinforcements,Orange,nuke,reinforcements
Red,firebomb,reinforcements,Orange,nuke,speed
Red,firebomb,reinforcements,Orange,nuke,wall
Red,firebomb,reinforcements,Orange,firebomb,heal
Red,firebomb,reinforcements,Orange,firebomb,reinforcements
Red,firebomb,reinforcements,Orange,firebomb,speed
Red,firebomb,reinforcements,Orange,firebomb,wall
Red,firebomb,reinforcements,Orange,snipe,heal
Red,firebomb,reinforcements,Orange,snipe,reinforcements
Red,firebomb,reinforcements,Orange,snipe,speed
Red,firebomb,reinforcements,Orange,snipe,wall
Red,firebomb,reinforcements,Orange,freeze,heal
Red,firebomb,reinforcements,Orange,freeze,reinforcements
Red,firebomb,reinforcements,Orange,freeze,speed
Red,firebomb,reinforcements,Orange,freeze,wall
Red,firebomb,reinforcements,Purple,nuke,heal
Red,firebomb,reinforcements,Purple,nuke,reinforcements
Red,firebomb,reinforcements,Purple,nuke,speed
Red,firebomb,reinforcements,Purple,nuke,wall
Red,firebomb,reinforcements,Purple,firebomb,heal
Red,firebomb,reinforcements,Purple,firebomb,reinforcements
Red,firebomb,reinforcements,Purple,firebomb,speed
Red,firebomb,reinforcements,Purple,firebomb,wall
Red,firebomb,reinforcements,Purple,snipe,heal
Red,firebomb,reinforcements,Purple,snipe,reinforcements
Red,firebomb,reinforcements,Purple,snipe,speed
Red,firebomb,reinforcements,Purple,snipe,wall
Red,firebomb,reinforcements,Purple,freeze,heal
Red,firebomb,reinforcements,Purple,freeze,reinforcements
Red,firebomb,reinforcements,Purple,freeze,speed
Red,firebomb,reinforcements,Purple,freeze,wall
Red,firebomb,reinforcements,Red,nuke,heal
Red,firebomb,reinforcements,Red,nuke,reinforcements
Red,firebomb,reinforcements,Red,nuke,speed
Red,firebomb,reinforcements,Red,nuke,wall
Red,firebomb,reinforcements,Red,firebomb,heal
Red,firebomb,reinforcements,Red,firebomb,reinforcements
Red,firebomb,reinforcements,Red,firebomb,speed
Red,firebomb,reinforcements,Red,firebomb,wall
Red,firebomb,reinforcements,Red,snipe,heal
Red,firebomb,reinforcements,Red,snipe,reinforcements
Red,firebomb,reinforcements,Red,snipe,speed
Red,firebomb,reinforcements,Red,snipe,wall
Red,firebomb,reinforcements,Red,freeze,heal
Red,firebomb,reinforcements,Red,freeze,reinforcements
Red,firebomb,reinforcements,Red,freeze,speed
Red,firebomb,reinforcements,Red,freeze,wall
Red,firebomb,reinforcements,White,nuke,heal
Red,firebomb,reinforcements,White,nuke,reinforcements
Red,firebomb,reinforcements,White,nuke,speed
Red,firebomb,reinforcements,White,nuke,wall
Red,firebomb,reinforcements,White,firebomb,heal
Red,firebomb,reinforcements,White,firebomb,reinforcements
Red,firebomb,reinforcements,White,firebomb,speed
Red,firebomb,reinforcements,White,firebomb,wall
Red,firebomb,reinforcements,White,snipe,heal
Red,firebomb,reinforcements,White,snipe,reinforcements
Red,firebomb,reinforcements,White,snipe,speed
Red,firebomb,reinforcements,White,snipe,wall
Red,firebomb,reinforcements,White,freeze,heal
Red,firebomb,reinforcements,White,freeze,reinforcements
Red,firebomb,reinforcements,White,freeze,speed
Red,firebomb,reinforcements,White,freeze,wall
Red,firebomb,reinforcements,Yellow,nuke,heal
Red,firebomb,reinforcements,Yellow,nuke,reinforcements
Red,firebomb,reinforcements,Yellow,nuke,speed
Red,firebomb,reinforcements,Yellow,nuke,wall
Red,firebomb,reinforcements,Yellow,firebomb,heal
Red,firebomb,reinforcements,Yellow,firebomb,reinforcements
Red,firebomb,reinforcements,Yellow,firebomb,speed
Red,firebomb,reinforcements,Yellow,firebomb,wall
Red,firebomb,reinforcements,Yellow,snipe,heal
