human_team,human_off,human_def,bot_team,bot_off,bot_def
Blue,snipe,reinforcements,White,firebomb,heal
Blue,snipe,reinforcements,White,firebomb,wall
Blue,snipe,reinforcements,White,freeze,reinforcements
Blue,snipe,speed,White,nuke,wall
Blue,snipe,speed,White,nuke,reinforcements
Blue,snipe,speed,White,freeze,heal
Blue,snipe,speed,White,freeze,wall
Blue,snipe,speed,White,nuke,heal
Blue,snipe,speed,White,firebomb,heal
Blue,snipe,speed,White,firebomb,wall
Blue,snipe,speed,White,freeze,reinforcements
Blue,snipe,wall,White,nuke,wall
Blue,snipe,wall,White,nuke,reinforcements
Blue,snipe,wall,White,freeze,heal
Blue,snipe,wall,White,freeze,wall
Blue,snipe,wall,White,nuke,heal
Blue,snipe,wall,White,firebomb,heal
Blue,snipe,wall,White,firebomb,wall
Blue,snipe,wall,White,freeze,reinforcements
Blue,freeze,heal,White,nuke,wall
Blue,freeze,heal,White,nuke,reinforcements
Blue,freeze,heal,White,freeze,heal
Blue,freeze,heal,White,freeze,wall
Blue,freeze,heal,White,nuke,heal
Blue,freeze,heal,White,firebomb,heal
Blue,freeze,heal,White,firebomb,wall
Blue,freeze,heal,White,freeze,reinforcements
Blue,freeze,reinforcements,White,nuke,wall
Blue,freeze,reinforcements,White,nuke,reinforcements
Blue,freeze,reinforcements,White,nuke,heal
Blue,freeze,reinforcements,White,firebomb,heal
Blue,freeze,reinforcements,White,firebomb,wall
Blue,freeze,reinforcements,White,freeze,reinforcements
Blue,freeze,reinforcements,White,firebomb,reinforcements
Blue,freeze,reinforcements,Black,nuke,heal
Blue,freeze,speed,White,nuke,wall
Blue,freeze,speed,White,nuke,reinforcements
Blue,freeze,speed,White,freeze,heal
Blue,freeze,speed,White,freeze,wall
Blue,freeze,speed,White,nuke,heal
Blue,freeze,speed,White,firebomb,heal
Blue,freeze,speed,White,firebomb,wall
Blue,freeze,speed,White,freeze,reinforcements
Blue,freeze,wall,White,nuke,wall
Blue,freeze,wall,White,nuke,reinforcements
Blue,freeze,wall,White,freeze,heal
Blue,freeze,wall,White,freeze,wall
Blue,freeze,wall,White,nuke,heal
Blue,freeze,wall,White,firebomb,heal
Blue,freeze,wall,White,firebomb,wall
Blue,freeze,wall,White,freeze,reinforcements
Green,nuke,heal,White,nuke,wall
Green,nuke,heal,White,nuke,reinforcements
Green,nuke,heal,White,freeze,heal
Green,nuke,heal,White,freeze,wall
Green,nuke,heal,White,freeze,speed
Green,nuke,heal,Black,nuke,heal
Green,nuke,heal,Blue,nuke,heal
Green,nuke,heal,White,firebomb,speed
Green,nuke,reinforcements,White,nuke,wall
Green,nuke,reinforcements,White,nuke,reinforcements
Green,nuke,reinforcements,White,freeze,heal
Green,nuke,reinforcements,White,freeze,wall
Green,nuke,reinforcements,White,nuke,heal
Green,nuke,reinforcements,White,firebomb,heal
Green,nuke,reinforcements,White,firebomb,wall
Green,nuke,reinforcements,White,freeze,reinforcements
Green,nuke,speed,White,nuke,wall
Green,nuke,speed,White,nuke,reinforcements
Green,nuke,speed,White,freeze,heal
Green,nuke,speed,White,nuke,heal
Green,nuke,speed,White,firebomb,heal
Green,nuke,speed,White,firebomb,wall
Green,nuke,speed,White,freeze,speed
Green,nuke,speed,Black,nuke,heal
Green,nuke,wall,White,nuke,wall
Green,nuke,wall,White,nuke,reinforcements
Green,nuke,wall,White,freeze,heal
Green,nuke,wall,White,freeze,wall
Green,nuke,wall,White,nuke,heal
Green,nuke,wall,White,firebomb,heal
Green,nuke,wall,White,firebomb,wall
Green,nuke,wall,White,freeze,reinforcements
Green,firebomb,heal,White,nuke,wall
Green,firebomb,heal,White,nuke,reinforcements
Green,firebomb,heal,White,freeze,wall
Green,firebomb,heal,White,firebomb,wall
Green,firebomb,heal,White,freeze,reinforcements
Green,firebomb,heal,White,freeze,speed
Green,firebomb,heal,White,firebomb,reinforcements
Green,firebomb,heal,Black,nuke,heal
Green,firebomb,reinforcements,White,nuke,wall
Green,firebomb,reinforcements,White,nuke,reinforcements
Green,firebomb,reinforcements,White,freeze,heal
Green,firebomb,reinforcements,White,freeze,wall
Green,firebomb,reinforcements,White,nuke,heal
Green,firebomb,reinforcements,White,firebomb,heal
Green,firebomb,reinforcements,White,firebomb,wall
Green,firebomb,reinforcements,White,freeze,reinforcements
Green,firebomb,speed,White,nuke,wall
Green,firebomb,speed,White,nuke,reinforcements
Green,firebomb,speed,White,freeze,heal
Green,firebomb,speed,White,freeze,wall
Green,firebomb,speed,White,firebomb,wall
Green,firebomb,speed,White,freeze,reinforcements
Green,firebomb,speed,White,freeze,speed
Green,firebomb,speed,White,firebomb,reinforcements
Green,firebomb,wall,White,nuke,wall
Green,firebomb,wall,White,nuke,reinforcements
Green,firebomb,wall,White,freeze,heal
Green,firebomb,wall,White,freeze,wall
Green,firebomb,wall,White,nuke,heal
Green,firebomb,wall,White,firebomb,heal
Green,firebomb,wall,White,firebomb,wall
Green,firebomb,wall,White,freeze,reinforcements
Green,snipe,heal,White,nuke,wall
Green,snipe,heal,White,nuke,reinforcements
Green,snipe,heal,White,freeze,heal
Green,snipe,heal,White,freeze,wall
Green,snipe,heal,White,nuke,heal
Green,snipe,heal,White,firebomb,heal
Green,snipe,heal,White,firebomb,wall
Green,snipe,heal,White,freeze,reinforcements
Green,snipe,reinforcements,White,nuke,wall
Green,snipe,reinforcements,White,nuke,reinforcements
Green,snipe,reinforcements,White,freeze,heal
Green,snipe,reinforcements,White,freeze,wall
Green,snipe,reinforcements,White,nuke,heal
Green,snipe,reinforcements,White,firebomb,heal
Green,snipe,reinforcements,White,firebomb,wall
Green,snipe,reinforcements,White,freeze,reinforcements
Green,snipe,speed,White,nuke,wall
Green,snipe,speed,White,nuke,reinforcements
Green,snipe,speed,White,freeze,heal
Green,snipe,speed,White,freeze,wall
Green,snipe,speed,White,nuke,heal
Green,snipe,speed,White,firebomb,heal
Green,snipe,speed,White,firebomb,wall
Green,snipe,speed,White,freeze,reinforcements
Green,snipe,wall,White,nuke,wall
Green,snipe,wall,White,nuke,reinforcements
Green,snipe,wall,White,freeze,heal
Green,snipe,wall,White,freeze,wall
Green,snipe,wall,White,nuke,heal
Green,snipe,wall,White,firebomb,heal
Green,snipe,wall,White,firebomb,wall
Green,snipe,wall,White,freeze,reinforcements
Green,freeze,heal,White,nuke,wall
Green,freeze,heal,White,nuke,reinforcements
Green,freeze,heal,White,freeze,heal
Green,freeze,heal,White,freeze,wall
Green,freeze,heal,White,nuke,heal
Green,freeze,heal,White,firebomb,heal
Green,freeze,heal,White,firebomb,wall
Green,freeze,heal,White,freeze,reinforcements
Green,freeze,reinforcements,White,nuke,wall
Green,freeze,reinforcements,White,nuke,reinforcements
Green,freeze,reinforcements,White,freeze,heal
Green,freeze,reinforcements,White,freeze,wall
Green,freeze,reinforcements,White,nuke,heal
Green,freeze,reinforcements,White,firebomb,heal
Green,freeze,reinforcements,White,firebomb,wall
Green,freeze,reinforcements,White,freeze,reinforcements
Green,freeze,speed,White,nuke,wall
Green,freeze,speed,White,nuke,reinforcements
Green,freeze,speed,White,freeze,heal
Green,freeze,speed,White,freeze,wall
Green,freeze,speed,White,firebomb,heal
Green,freeze,speed,White,freeze,reinforcements
Green,freeze,speed,White,freeze,speed
Green,freeze,speed,White,firebomb,reinforcements
Green,freeze,wall,White,nuke,wall
Green,freeze,wall,White,nuke,reinforcements
Green,freeze,wall,White,freeze,heal
Green,freeze,wall,White,freeze,wall
Green,freeze,wall,White,firebomb,wall
Green,freeze,wall,White,freeze,reinforcements
Green,freeze,wall,White,freeze,speed
Green,freeze,wall,White,firebomb,reinforcements
Orange,nuke,heal,White,nuke,wall
Orange,nuke,heal,Black,nuke,wall
Orange,nuke,heal,Black,nuke,reinforcements
Orange,nuke,heal,Blue,nuke,wall
Orange,nuke,heal,Purple,nuke,reinforcements
Orange,nuke,heal,Orange,nuke,reinforcements
Orange,nuke,heal,Orange,nuke,wall
Orange,nuke,heal,Blue,freeze,heal
Orange,nuke,reinforcements,White,nuke,wall
Orange,nuke,reinforcements,White,nuke,reinforcements
Orange,nuke,reinforcements,White,freeze,heal
Orange,nuke,reinforcements,White,freeze,wall
Orange,nuke,reinforcements,White,nuke,heal
Orange,nuke,reinforcements,White,firebomb,heal
Orange,nuke,reinforcements,White,freeze,reinforcements
Orange,nuke,reinforcements,Black,nuke,heal
Orange,nuke,speed,White,nuke,wall
Orange,nuke,speed,White,freeze,heal
Orange,nuke,speed,White,freeze,wall
Orange,nuke,speed,White,nuke,heal
Orange,nuke,speed,White,freeze,speed
Orange,nuke,speed,Blue,nuke,heal
Orange,nuke,speed,Black,nuke,wall
Orange,nuke,speed,White,nuke,speed
Orange,nuke,wall,White,nuke,wall
Orange,nuke,wall,White,freeze,heal
