human_team,human_off,human_def,bot_team,bot_off,bot_def
Purple,nuke,heal,Black,nuke,reinforcements
Purple,nuke,heal,Black,nuke,speed
Purple,nuke,heal,Black,nuke,wall
Purple,nuke,heal,Black,firebomb,heal
Purple,nuke,heal,Black,firebomb,reinforcements
Purple,nuke,heal,Black,firebomb,speed
Purple,nuke,heal,Black,firebomb,wall
Purple,nuke,heal,Black,snipe,heal
Purple,nuke,heal,Black,snipe,reinforcements
Purple,nuke,heal,Black,snipe,speed
Purple,nuke,heal,Black,snipe,wall
Purple,nuke,heal,Black,freeze,heal
Purple,nuke,heal,Black,freeze,reinforcements
Purple,nuke,heal,Black,freeze,speed
Purple,nuke,heal,Black,freeze,wall
Purple,nuke,heal,Blue,nuke,heal
Purple,nuke,heal,Blue,nuke,reinforcements
Purple,nuke,heal,Blue,nuke,speed
Purple,nuke,heal,Blue,nuke,wall
Purple,nuke,heal,Blue,firebomb,heal
Purple,nuke,heal,Blue,firebomb,reinforcements
Purple,nuke,heal,Blue,firebomb,speed
Purple,nuke,heal,Blue,firebomb,wall
Purple,nuke,heal,Blue,snipe,heal
Purple,nuke,heal,Blue,snipe,reinforcements
Purple,nuke,heal,Blue,snipe,speed
Purple,nuke,heal,Blue,snipe,wall
Purple,nuke,heal,Blue,freeze,heal
Purple,nuke,heal,Blue,freeze,reinforcements
Purple,nuke,heal,Blue,freeze,speed
Purple,nuke,heal,Blue,freeze,wall
Purple,nuke,heal,Green,nuke,heal
Purple,nuke,heal,Green,nuke,reinforcements
Purple,nuke,heal,Green,nuke,speed
Purple,nuke,heal,Green,nuke,wall
Purple,nuke,heal,Green,firebomb,heal
Purple,nuke,heal,Green,firebomb,reinforcements
Purple,nuke,heal,Green,firebomb,speed
Purple,nuke,heal,Green,firebomb,wall
Purple,nuke,heal,Green,snipe,heal
Purple,nuke,heal,Green,snipe,reinforcements
Purple,nuke,heal,Green,snipe,speed
Purple,nuke,heal,Green,snipe,wall
Purple,nuke,heal,Green,freeze,heal
Purple,nuke,heal,Green,freeze,reinforcements
Purple,nuke,heal,Green,freeze,speed
Purple,nuke,heal,Green,freeze,wall
Purple,nuke,heal,Orange,nuke,heal
Purple,nuke,heal,Orange,nuke,reinforcements
Purple,nuke,heal,Orange,nuke,speed
Purple,nuke,heal,Orange,nuke,wall
Purple,nuke,heal,Orange,firebomb,heal
Purple,nuke,heal,Orange,firebomb,reinforcements
Purple,nuke,heal,Orange,firebomb,speed
Purple,nuke,heal,Orange,firebomb,wall
Purple,nuke,heal,Orange,snipe,heal
Purple,nuke,heal,Orange,snipe,reinforcements
Purple,nuke,heal,Orange,snipe,speed
Purple,nuke,heal,Orange,snipe,wall
Purple,nuke,heal,Orange,freeze,heal
Purple,nuke,heal,Orange,freeze,reinforcements
Purple,nuke,heal,Orange,freeze,speed
Purple,nuke,heal,Orange,freeze,wall
Purple,nuke,heal,Purple,nuke,heal
Purple,nuke,heal,Purple,nuke,reinforcements
Purple,nuke,heal,Purple,nuke,speed
Purple,nuke,heal,Purple,nuke,wall
Purple,nuke,heal,Purple,firebomb,heal
Purple,nuke,heal,Purple,firebomb,reinforcements
Purple,nuke,heal,Purple,firebomb,speed
Purple,nuke,heal,Purple,firebomb,wall
Purple,nuke,heal,Purple,snipe,heal
Purple,nuke,heal,Purple,snipe,reinforcements
Purple,nuke,heal,Purple,snipe,speed
Purple,nuke,heal,Purple,snipe,wall
Purple,nuke,heal,Purple,freeze,heal
Purple,nuke,heal,Purple,freeze,reinforcements
Purple,nuke,heal,Purple,freeze,speed
Purple,nuke,heal,Purple,freeze,wall
Purple,nuke,heal,Red,nuke,heal
Purple,nuke,heal,Red,nuke,reinforcements
Purple,nuke,heal,Red,nuke,speed
Purple,nuke,heal,Red,nuke,wall
Purple,nuke,heal,Red,firebomb,heal
Purple,nuke,heal,Red,firebomb,reinforcements
Purple,nuke,heal,Red,firebomb,speed
Purple,nuke,heal,Red,firebomb,wall
Purple,nuke,heal,Red,snipe,heal
Purple,nuke,heal,Red,snipe,reinforcements
Purple,nuke,heal,Red,snipe,speed
Purple,nuke,heal,Red,snipe,wall
Purple,nuke,heal,Red,freeze,heal
Purple,nuke,heal,Red,freeze,reinforcements
Purple,nuke,heal,Red,freeze,speed
Purple,nuke,heal,Red,freeze,wall
Purple,nuke,heal,White,nuke,heal
Purple,nuke,heal,White,nuke,reinforcements
Purple,nuke,heal,White,nuke,speed
Purple,nuke,heal,White,nuke,wall
Purple,nuke,heal,White,firebomb,heal
Purple,nuke,heal,White,firebomb,reinforcements
Purple,nuke,heal,White,firebomb,speed
Purple,nuke,heal,White,firebomb,wall
Purple,nuke,heal,White,snipe,heal
Purple,nuke,heal,White,snipe,reinforcements
Purple,nuke,heal,White,snipe,speed
Purple,nuke,heal,White,snipe,wall
Purple,nuke,heal,White,freeze,heal
Purple,nuke,heal,White,freeze,reinforcements
Purple,nuke,heal,White,freeze,speed
Purple,nuke,heal,White,freeze,wall
Purple,nuke,heal,Yellow,nuke,heal
Purple,nuke,heal,Yellow,nuke,reinforcements
Purple,nuke,heal,Yellow,nuke,speed
Purple,nuke,heal,Yellow,nuke,wall
Purple,nuke,heal,Yellow,firebomb,heal
Purple,nuke,heal,Yellow,firebomb,reinforcements
Purple,nuke,heal,Yellow,firebomb,speed
Purple,nuke,heal,Yellow,firebomb,wall
Purple,nuke,heal,Yellow,snipe,heal
Purple,nuke,heal,Yellow,snipe,reinforcements
Purple,nuke,heal,Yellow,snipe,speed
Purple,nuke,heal,Yellow,snipe,wall
Purple,nuke,heal,Yellow,freeze,heal
Purple,nuke,heal,Yellow,freeze,reinforcements
Purple,nuke,heal,Yellow,freeze,speed
Purple,nuke,heal,Yellow,freeze,wall
Purple,nuke,reinforcements,Black,nuke,heal
Purple,nuke,reinforcements,Black,nuke,reinforcements
Purple,nuke,reinforcements,Black,nuke,speed
Purple,nuke,reinforcements,Black,nuke,wall
Purple,nuke,reinforcements,Black,firebomb,heal
Purple,nuke,reinforcements,Black,firebomb,reinforcements
Purple,nuke,reinforcements,Black,firebomb,speed
Purple,nuke,reinforcements,Black,firebomb,wall
Purple,nuke,reinforcements,Black,snipe,heal
Purple,nuke,reinforcements,Black,snipe,reinforcements
Purple,nuke,reinforcements,Black,snipe,speed
Purple,nuke,reinforcements,Black,snipe,wall
Purple,nuke,reinforcements,Black,freeze,heal
Purple,nuke,reinforcements,Black,freeze,reinforcements
Purple,nuke,reinforcements,Black,freeze,speed
Purple,nuke,reinforcements,Black,freeze,wall
Purple,nuke,reinforcements,Blue,nuke,heal
Purple,nuke,reinforcements,Blue,nuke,reinforcements
Purple,nuke,reinforcements,Blue,nuke,speed
Purple,nuke,reinforcements,Blue,nuke,wall
