human_team,human_off,human_def,bot_team,bot_off,bot_def
Green,snipe,speed,Red,firebomb,speed
Green,snipe,speed,Red,firebomb,wall
Green,snipe,speed,Red,snipe,heal
Green,snipe,speed,Red,snipe,reinforcements
Green,snipe,speed,Red,snipe,speed
Green,snipe,speed,Red,snipe,wall
Green,snipe,speed,Red,freeze,heal
Green,snipe,speed,Red,freeze,reinforcements
Green,snipe,speed,Red,freeze,speed
Green,snipe,speed,Red,freeze,wall
Green,snipe,speed,White,nuke,heal
Green,snipe,speed,White,nuke,reinforcements
Green,snipe,speed,White,nuke,speed
Green,snipe,speed,White,nuke,wall
Green,snipe,speed,White,firebomb,heal
Green,snipe,speed,White,firebomb,reinforcements
Green,snipe,speed,White,firebomb,speed
Green,snipe,speed,White,firebomb,wall
Green,snipe,speed,White,snipe,heal
Green,snipe,speed,White,snipe,reinforcements
Green,snipe,speed,White,snipe,speed
Green,snipe,speed,White,snipe,wall
Green,snipe,speed,White,freeze,heal
Green,snipe,speed,White,freeze,reinforcements
Green,snipe,speed,White,freeze,speed
Green,snipe,speed,White,freeze,wall
Green,snipe,speed,Yellow,nuke,heal
Green,snipe,speed,Yellow,nuke,reinforcements
Green,snipe,speed,Yellow,nuke,speed
Green,snipe,speed,Yellow,nuke,wall
Green,snipe,speed,Yellow,firebomb,heal
Green,snipe,speed,Yellow,firebomb,reinforcements
Green,snipe,speed,Yellow,firebomb,speed
Green,snipe,speed,Yellow,firebomb,wall
Green,snipe,speed,Yellow,snipe,heal
Green,snipe,speed,Yellow,snipe,reinforcements
Green,snipe,speed,Yellow,snipe,speed
Green,snipe,speed,Yellow,snipe,wall
Green,snipe,speed,Yellow,freeze,heal
Green,snipe,speed,Yellow,freeze,reinforcements
Green,snipe,speed,Yellow,freeze,speed
Green,snipe,speed,Yellow,freeze,wall
Green,snipe,wall,Black,nuke,heal
Green,snipe,wall,Black,nuke,reinforcements
Green,snipe,wall,Black,nuke,speed
Green,snipe,wall,Black,nuke,wall
Green,snipe,wall,Black,firebomb,heal
Green,snipe,wall,Black,firebomb,reinforcements
Green,snipe,wall,Black,firebomb,speed
Green,snipe,wall,Black,firebomb,wall
Green,snipe,wall,Black,snipe,heal
Green,snipe,wall,Black,snipe,reinforcements
Green,snipe,wall,Black,snipe,speed
Green,snipe,wall,Black,snipe,wall
Green,snipe,wall,Black,freeze,heal
Green,snipe,wall,Black,freeze,reinforcements
Green,snipe,wall,Black,freeze,speed
Green,snipe,wall,Black,freeze,wall
Green,snipe,wall,Blue,nuke,heal
Green,snipe,wall,Blue,nuke,reinforcements
Green,snipe,wall,Blue,nuke,speed
Green,snipe,wall,Blue,nuke,wall
Green,snipe,wall,Blue,firebomb,heal
Green,snipe,wall,Blue,firebomb,reinforcements
Green,snipe,wall,Blue,firebomb,speed
Green,snipe,wall,Blue,firebomb,wall
Green,snipe,wall,Blue,snipe,heal
Green,snipe,wall,Blue,snipe,reinforcements
Green,snipe,wall,Blue,snipe,speed
Green,snipe,wall,Blue,snipe,wall
Green,snipe,wall,Blue,freeze,heal
Green,snipe,wall,Blue,freeze,reinforcements
Green,snipe,wall,Blue,freeze,speed
Green,snipe,wall,Blue,freeze,wall
Green,snipe,wall,Green,nuke,heal
Green,snipe,wall,Green,nuke,reinforcements
Green,snipe,wall,Green,nuke,speed
Green,snipe,wall,Green,nuke,wall
Green,snipe,wall,Green,firebomb,heal
Green,snipe,wall,Green,firebomb,reinforcements
Green,snipe,wall,Green,firebomb,speed
Green,snipe,wall,Green,firebomb,wall
Green,snipe,wall,Green,snipe,heal
Green,snipe,wall,Green,snipe,reinforcements
Green,snipe,wall,Green,snipe,speed
Green,snipe,wall,Green,snipe,wall
Green,snipe,wall,Green,freeze,heal
Green,snipe,wall,Green,freeze,reinforcements
Green,snipe,wall,Green,freeze,speed
Green,snipe,wall,Green,freeze,wall
Green,snipe,wall,Orange,nuke,heal
Green,snipe,wall,Orange,nuke,reinforcements
Green,snipe,wall,Orange,nuke,speed
Green,snipe,wall,Orange,nuke,wall
Green,snipe,wall,Orange,firebomb,heal
Green,snipe,wall,Orange,firebomb,reinforcements
Green,snipe,wall,Orange,firebomb,speed
Green,snipe,wall,Orange,firebomb,wall
Green,snipe,wall,Orange,snipe,heal
Green,snipe,wall,Orange,snipe,reinforcements
Green,snipe,wall,Orange,snipe,speed
Green,snipe,wall,Orange,snipe,wall
Green,snipe,wall,Orange,freeze,heal
Green,snipe,wall,Orange,freeze,reinforcements
Green,snipe,wall,Orange,freeze,speed
Green,snipe,wall,Orange,freeze,wall
Green,snipe,wall,Purple,nuke,heal
Green,snipe,wall,Purple,nuke,reinforcements
Green,snipe,wall,Purple,nuke,speed
Green,snipe,wall,Purple,nuke,wall
Green,snipe,wall,Purple,firebomb,heal
Green,snipe,wall,Purple,firebomb,reinforcements
Green,snipe,wall,Purple,firebomb,speed
Green,snipe,wall,Purple,firebomb,wall
Green,snipe,wall,Purple,snipe,heal
Green,snipe,wall,Purple,snipe,reinforcements
Green,snipe,wall,Purple,snipe,speed
Green,snipe,wall,Purple,snipe,wall
Green,snipe,wall,Purple,freeze,heal
Green,snipe,wall,Purple,freeze,reinforcements
Green,snipe,wall,Purple,freeze,speed
Green,snipe,wall,Purple,freeze,wall
Green,snipe,wall,Red,nuke,heal
Green,snipe,wall,Red,nuke,reinforcements
Green,snipe,wall,Red,nuke,speed
Green,snipe,wall,Red,nuke,wall
Green,snipe,wall,Red,firebomb,heal
Green,snipe,wall,Red,firebomb,reinforcements
Green,snipe,wall,Red,firebomb,speed
Green,snipe,wall,Red,firebomb,wall
Green,snipe,wall,Red,snipe,heal
Green,snipe,wall,Red,snipe,reinforcements
Green,snipe,wall,Red,snipe,speed
Green,snipe,wall,Red,snipe,wall
Green,snipe,wall,Red,freeze,heal
Green,snipe,wall,Red,freeze,reinforcements
Green,snipe,wall,Red,freeze,speed
Green,snipe,wall,Red,freeze,wall
Green,snipe,wall,White,nuke,heal
Green,snipe,wall,White,nuke,reinforcements
Green,snipe,wall,White,nuke,speed
Green,snipe,wall,White,nuke,wall
Green,snipe,wall,White,firebomb,heal
Green,snipe,wall,White,firebomb,reinforcements
Green,snipe,wall,White,firebomb,speed
Green,snipe,wall,White,firebomb,wall
Green,snipe,wall,White,snipe,heal
Green,snipe,wall,White,snipe,reinforcements
Green,snipe,wall,White,snipe,speed
Green,snipe,wall,White,snipe,wall
Green,snipe,wall,White,freeze,heal
Green,snipe,wall,White,freeze,reinforcements
Green,snipe,wall,White,freeze,speed
Green,snipe,wall,White,freeze,wall
Green,snipe,wall,Yellow,nuke,heal
Green,snipe,wall,Yellow,nuke,reinforcements
Green,snipe,wall,Yellow,nuke,speed
Green,snipe,wall,Yellow,nuke,wall
Green,snipe,wall,Yellow,firebomb,heal
Green,snipe,wall,Yellow,firebomb,reinforcements
Green,snipe,wall,Yellow,firebomb,speed
Green,snipe,wall,Yellow,firebomb,wall
Green,snipe,wall,Yellow,snipe,heal
Green,snipe,wall,Yellow,snipe,reinforcements
Green,snipe,wall,Yellow,snipe,speed
Green,snipe,wall,Yellow,snipe,wall
Green,snipe,wall,Yellow,freeze,heal
Green,snipe,wall,Yellow,freeze,reinforcements
Green,snipe,wall,Yellow,freeze,speed
Green,snipe,wall,Yellow,freeze,wall
Green,freeze,heal,Black,nuke,heal
Green,freeze,heal,Black,nuke,reinforcements
Green,freeze,heal,Black,nuke,speed
Green,freeze,heal,Black,nuke,wall
Green,freeze,heal,Black,firebomb,heal
Green,freeze,heal,Black,firebomb,reinforcements
Green,freeze,heal,Black,firebomb,speed
Green,freeze,heal,Black,firebomb,wall
Green,freeze,heal,Black,snipe,heal
Green,freeze,heal,Black,snipe,reinforcements
Green,freeze,heal,Black,snipe,speed
Green,freeze,heal,Black,snipe,wall
Green,freeze,heal,Black,freeze,heal
Green,freeze,heal,Black,freeze,reinforcements
Green,freeze,heal,Black,freeze,speed
