human_team,human_off,human_def,bot_team,bot_off,bot_def
White,snipe,speed,Red,firebomb,wall
White,snipe,speed,Red,snipe,heal
White,snipe,speed,Red,snipe,reinforcements
White,snipe,speed,Red,snipe,speed
White,snipe,speed,Red,snipe,wall
White,snipe,speed,Red,freeze,heal
White,snipe,speed,Red,freeze,reinforcements
White,snipe,speed,Red,freeze,speed
White,snipe,speed,Red,freeze,wall
White,snipe,speed,White,nuke,heal
White,snipe,speed,White,nuke,reinforcements
White,snipe,speed,White,nuke,speed
White,snipe,speed,White,nuke,wall
White,snipe,speed,White,firebomb,heal
White,snipe,speed,White,firebomb,reinforcements
White,snipe,speed,White,firebomb,speed
White,snipe,speed,White,firebomb,wall
White,snipe,speed,White,snipe,heal
White,snipe,speed,White,snipe,reinforcements
White,snipe,speed,White,snipe,speed
White,snipe,speed,White,snipe,wall
White,snipe,speed,White,freeze,heal
White,snipe,speed,White,freeze,reinforcements
White,snipe,speed,White,freeze,speed
White,snipe,speed,White,freeze,wall
White,snipe,speed,Yellow,nuke,heal
White,snipe,speed,Yellow,nuke,reinforcements
White,snipe,speed,Yellow,nuke,speed
White,snipe,speed,Yellow,nuke,wall
White,snipe,speed,Yellow,firebomb,heal
White,snipe,speed,Yellow,firebomb,reinforcements
White,snipe,speed,Yellow,firebomb,speed
White,snipe,speed,Yellow,firebomb,wall
White,snipe,speed,Yellow,snipe,heal
White,snipe,speed,Yellow,snipe,reinforcements
White,snipe,speed,Yellow,snipe,speed
White,snipe,speed,Yellow,snipe,wall
White,snipe,speed,Yellow,freeze,heal
White,snipe,speed,Yellow,freeze,reinforcements
White,snipe,speed,Yellow,freeze,speed
White,snipe,speed,Yellow,freeze,wall
White,snipe,wall,Black,nuke,heal
White,snipe,wall,Black,nuke,reinforcements
White,snipe,wall,Black,nuke,speed
White,snipe,wall,Black,nuke,wall
White,snipe,wall,Black,firebomb,heal
White,snipe,wall,Black,firebomb,reinforcements
White,snipe,wall,Black,firebomb,speed
White,snipe,wall,Black,firebomb,wall
White,snipe,wall,Black,snipe,heal
White,snipe,wall,Black,snipe,reinforcements
White,snipe,wall,Black,snipe,speed
White,snipe,wall,Black,snipe,wall
White,snipe,wall,Black,freeze,heal
White,snipe,wall,Black,freeze,reinforcements
White,snipe,wall,Black,freeze,speed
White,snipe,wall,Black,freeze,wall
White,snipe,wall,Blue,nuke,heal
White,snipe,wall,Blue,nuke,reinforcements
White,snipe,wall,Blue,nuke,speed
White,snipe,wall,Blue,nuke,wall
White,snipe,wall,Blue,firebomb,heal
White,snipe,wall,Blue,firebomb,reinforcements
White,snipe,wall,Blue,firebomb,speed
White,snipe,wall,Blue,firebomb,wall
White,snipe,wall,Blue,snipe,heal
White,snipe,wall,Blue,snipe,reinforcements
White,snipe,wall,Blue,snipe,speed
White,snipe,wall,Blue,snipe,wall
White,snipe,wall,Blue,freeze,heal
White,snipe,wall,Blue,freeze,reinforcements
White,snipe,wall,Blue,freeze,speed
White,snipe,wall,Blue,freeze,wall
White,snipe,wall,Green,nuke,heal
White,snipe,wall,Green,nuke,reinforcements
White,snipe,wall,Green,nuke,speed
White,snipe,wall,Green,nuke,wall
White,snipe,wall,Green,firebomb,heal
White,snipe,wall,Green,firebomb,reinforcements
White,snipe,wall,Green,firebomb,speed
White,snipe,wall,Green,firebomb,wall
White,snipe,wall,Green,snipe,heal
White,snipe,wall,Green,snipe,reinforcements
White,snipe,wall,Green,snipe,speed
White,snipe,wall,Green,snipe,wall
White,snipe,wall,Green,freeze,heal
White,snipe,wall,Green,freeze,reinforcements
White,snipe,wall,Green,freeze,speed
White,snipe,wall,Green,freeze,wall
White,snipe,wall,Orange,nuke,heal
White,snipe,wall,Orange,nuke,reinforcements
White,snipe,wall,Orange,nuke,speed
White,snipe,wall,Orange,nuke,wall
White,snipe,wall,Orange,firebomb,heal
White,snipe,wall,Orange,firebomb,reinforcements
White,snipe,wall,Orange,firebomb,speed
White,snipe,wall,Orange,firebomb,wall
White,snipe,wall,Orange,snipe,heal
White,snipe,wall,Orange,snipe,reinforcements
White,snipe,wall,Orange,snipe,speed
White,snipe,wall,Orange,snipe,wall
White,snipe,wall,Orange,freeze,heal
White,snipe,wall,Orange,freeze,reinforcements
White,snipe,wall,Orange,freeze,speed
White,snipe,wall,Orange,freeze,wall
White,snipe,wall,Purple,nuke,heal
White,snipe,wall,Purple,nuke,reinforcements
White,snipe,wall,Purple,nuke,speed
White,snipe,wall,Purple,nuke,wall
White,snipe,wall,Purple,firebomb,heal
White,snipe,wall,Purple,firebomb,reinforcements
White,snipe,wall,Purple,firebomb,speed
White,snipe,wall,Purple,firebomb,wall
White,snipe,wall,Purple,snipe,heal
White,snipe,wall,Purple,snipe,reinforcements
White,snipe,wall,Purple,snipe,speed
White,snipe,wall,Purple,snipe,wall
White,snipe,wall,Purple,freeze,heal
White,snipe,wall,Purple,freeze,reinforcements
White,snipe,wall,Purple,freeze,speed
White,snipe,wall,Purple,freeze,wall
White,snipe,wall,Red,nuke,heal
White,snipe,wall,Red,nuke,reinforcements
White,snipe,wall,Red,nuke,speed
White,snipe,wall,Red,nuke,wall
White,snipe,wall,Red,firebomb,heal
White,snipe,wall,Red,firebomb,reinforcements
White,snipe,wall,Red,firebomb,speed
White,snipe,wall,Red,firebomb,wall
White,snipe,wall,Red,snipe,heal
White,snipe,wall,Red,snipe,reinforcements
White,snipe,wall,Red,snipe,speed
White,snipe,wall,Red,snipe,wall
White,snipe,wall,Red,freeze,heal
White,snipe,wall,Red,freeze,reinforcements
White,snipe,wall,Red,freeze,speed
White,snipe,wall,Red,freeze,wall
White,snipe,wall,White,nuke,heal
White,snipe,wall,White,nuke,reinforcements
White,snipe,wall,White,nuke,speed
White,snipe,wall,White,nuke,wall
White,snipe,wall,White,firebomb,heal
White,snipe,wall,White,firebomb,reinforcements
White,snipe,wall,White,firebomb,speed
